鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地使用分區,土地移轉總面積_坪,交易筆棟數_土地數量,交易筆棟數_建物數量,交易年,交易月,交易日,建成年,建成月,建成日,屋齡_年,建物型態,建物移轉總面積_坪,建物單坪價格_萬元,建物現況格局.隔間,有無管理組織,總價元,有無車位,車位總價元,緯度,經度
湖內區,房地(土地+建物),高雄市湖內區長壽路95巷1~30號,商,6,1,1,108,12,24,102,1,5,7,華廈(10層含以下有電梯),19.3,10.9,y,n,2100000,n,0,22.884432,120.243262
阿蓮區,房地(土地+建物),高雄市阿蓮區民生路418巷1~30號,鄉村區,33,1,1,108,12,8,108,10,23,0,透天厝,67.2,14.9,y,n,10000000,n,0,22.891228,120.32193
路竹區,房地(土地+建物),高雄市路竹區復興路327巷136弄1~30號,農,99.1,1,1,108,11,29,103,12,15,5,透天厝,157.8,22.9,y,y,36100000,n,0,22.851895,120.278368
仁武區,房地(土地+建物),高雄市仁武區京富路5巷1~30號,住,29.9,2,1,108,11,19,92,9,17,16,透天厝,50.4,20.2,y,n,10180000,n,0,22.680943,120.339755
仁武區,房地(土地+建物),高雄市仁武區大智路1~30號,住,27.3,2,1,108,10,29,83,3,16,25,透天厝,58.7,18.4,y,n,10800000,n,0,22.676458,120.339789
仁武區,房地(土地+建物),高雄市仁武區新寶街61~90號,住,17.4,1,1,108,11,23,66,3,19,43,透天厝,23.8,10.5,y,n,2500000,n,0,22.694255,120.352229
仁武區,房地(土地+建物),高雄市仁武區永新六街1~30號,住,21.3,1,1,108,11,29,95,1,12,14,店面(店鋪),48.3,25.9,y,n,12500000,n,0,22.689437,120.333166
旗山區,房地(土地+建物),高雄市旗山區樂和街9巷1~30號,住,19.8,1,1,108,11,29,65,2,26,44,透天厝,29.1,7.9,y,n,2300000,n,0,22.882648,120.477189
旗山區,房地(土地+建物),高雄市旗山區旗南二路61~90號,鄉村區,26.3,1,1,108,11,1,80,6,29,28,透天厝,46.8,10.5,y,n,4920000,n,0,22.862788,120.469325
旗山區,房地(土地+建物),高雄市旗山區中華路511~540號,住,6.1,1,1,108,11,12,84,9,26,24,住宅大樓(11層含以上有電梯),66,8,y,n,5300000,n,0,22.887979,120.485443
鳳山區,房地(土地+建物),高雄市鳳山區凱旋路301~330號,住,5.3,1,1,108,11,30,84,12,15,24,店面(店鋪),50.4,29.4,y,y,14800000,n,0,22.617144,120.343355
鳳山區,房地(土地+建物),高雄市鳳山區環河東街31巷1~30號,住,31.2,2,1,108,11,22,103,1,10,6,透天厝,82.6,18.8,y,n,15500000,n,0,22.626744,120.387079
大樹區,房地(土地+建物),高雄市大樹區興田路91~120號,鄉村區,46.5,4,1,108,12,4,105,12,20,3,透天厝,62.1,12.9,y,n,8000000,n,0,22.754618,120.448095
鳳山區,房地(土地+建物),高雄市鳳山區復華街1~30號,住,7.8,4,1,108,11,24,70,6,28,38,公寓(5樓含以下無電梯),25,18.4,y,n,4600000,n,0,22.624603,120.35328
鳳山區,房地(土地+建物),高雄市鳳山區五甲一路601~630號,住,3.3,1,1,108,11,28,85,12,3,23,住宅大樓(11層含以上有電梯),51.5,11.7,y,y,6000000,n,0,22.62191,120.358294
鳳山區,房地(土地+建物),高雄市鳳山區青年路二段588巷3弄1~30號,住,8.5,1,1,108,11,29,70,12,26,38,公寓(5樓含以下無電梯),26.7,14,y,n,3750000,n,0,22.646606,120.350303
鳳山區,房地(土地+建物),高雄市鳳山區海洋二路61~90號,住,5.1,1,1,108,11,2,62,1,10,47,透天厝,8.6,34.9,y,n,3000000,n,0,22.613474,120.349067
鳳山區,房地(土地+建物),高雄市鳳山區瑞興路481~510號,住,12.8,1,1,108,12,17,101,5,2,7,住宅大樓(11層含以上有電梯),52.9,9.2,y,y,4848548,n,0,22.631137,120.368995
鳳山區,房地(土地+建物),高雄市鳳山區勝利路31~60號,住,12.9,1,1,108,12,17,101,6,5,7,住宅大樓(11層含以上有電梯),51.4,9.2,y,y,4723242,n,0,22.631,120.372945
鳳山區,房地(土地+建物),高雄市鳳山區勝利路61~90號,住,12.9,1,1,108,12,17,101,6,5,7,住宅大樓(11層含以上有電梯),51.4,9.2,y,y,4723242,n,0,22.631,120.372945
鳳山區,房地(土地+建物),高雄市鳳山區勝利路91~120號,住,12.2,1,1,108,12,17,101,6,5,7,住宅大樓(11層含以上有電梯),48.6,9.2,y,y,4457843,n,0,22.631,120.372945
鳳山區,房地(土地+建物),高雄市鳳山區勝利路61~90號,住,12.9,1,1,108,12,17,101,6,5,7,住宅大樓(11層含以上有電梯),51.4,9.2,y,y,4723242,n,0,22.631,120.372945
鳳山區,房地(土地+建物),高雄市鳳山區勝利路31~60號,住,12.9,1,1,108,12,17,101,6,5,7,住宅大樓(11層含以上有電梯),51.4,9.2,y,y,4723242,n,0,22.631,120.372945
鳳山區,房地(土地+建物),高雄市鳳山區中山路53巷6弄1~30號,住,25.7,2,1,108,12,5,58,1,10,51,店面(店鋪),27.6,31.2,y,n,8600000,n,0,22.619782,120.361649
鳳山區,房地(土地+建物),高雄市鳳山區武營路230巷14弄1~30號,住,14.4,2,1,108,11,26,68,6,19,40,公寓(5樓含以下無電梯),22.7,11,y,n,2500000,n,0,22.611075,120.338294
岡山區,房地(土地+建物),高雄市岡山區華園路32巷18弄1~30號,住,38.5,2,1,108,4,1,108,9,30,0,透天厝,76.6,22.6,y,n,17300000,n,0,22.790148,120.307761
橋頭區,房地(土地+建物),高雄市橋頭區?田路31~60號,鄉村區,35.3,1,1,108,12,16,108,10,3,0,透天厝,74.1,14.3,y,n,10600000,n,0,22.75755321,120.3058603
橋頭區,房地(土地+建物),高雄市橋頭區?田路31~60號,鄉村區,33.7,1,1,108,12,16,108,10,3,0,透天厝,74.1,15.7,y,n,11600000,n,0,22.75755321,120.3058603
彌陀區,房地(土地+建物),高雄市彌陀區中正路17巷4弄1~30號,住,23.6,2,1,108,12,3,81,10,1,27,透天厝,56.1,9.3,y,n,5200000,n,0,22.785234,120.249169
岡山區,房地(土地+建物),高雄市岡山區大德三路1~30號,住,3.8,1,1,108,11,28,82,7,17,26,住宅大樓(11層含以上有電梯),33,13,y,y,4300000,n,0,22.789468,120.302436
左營區,房地(土地+建物),高雄市左營區文學路611巷31~60號,住,2.9,1,1,108,12,17,108,8,6,0,住宅大樓(11層含以上有電梯),28.5,20.5,y,y,5850000,n,0,22.690249,120.319717
楠梓區,房地(土地+建物),高雄市楠梓區援中路1051~1080號,住,45.2,1,1,108,11,22,94,5,24,14,透天厝,61.7,27.6,y,n,17000000,n,0,22.726248,120.29599
楠梓區,房地(土地+建物),高雄市楠梓區芎蕉五街151~180號,住,2.9,1,1,108,12,8,90,9,7,18,套房(1房1廳1衛),9.7,8.2,y,y,800000,n,0,22.749355,120.333546
楠梓區,房地(土地+建物),高雄市楠梓區後昌路876巷2弄31~60號,住,35.7,1,1,108,12,3,107,7,30,1,透天厝,59.8,25.3,y,n,15100000,n,0,22.712521,120.298097
楠梓區,房地(土地+建物),高雄市楠梓區藍田路8巷1~30號,住,23.8,3,1,108,10,19,95,3,13,13,透天厝,66.3,16.4,y,n,10900000,n,0,22.726966,120.295965
楠梓區,房地(土地+建物),高雄市楠梓區藍田里大學五街57巷1~30號,住,31.3,2,1,108,10,20,108,8,6,0,透天厝,71.4,21,y,n,15000000,n,0,22.735221,120.291536
楠梓區,房地(土地+建物),高雄市楠梓區藍田里大學五街31~60號,住,33.3,1,1,108,9,20,108,8,6,0,透天厝,94,22.3,y,n,21000000,n,0,22.735975,120.29176
楠梓區,房地(土地+建物),高雄市楠梓區藍田里大學五街57巷1~30號,住,30.7,2,1,108,10,19,108,8,6,0,透天厝,72.6,21,y,n,15250000,n,0,22.735221,120.291536
楠梓區,房地(土地+建物),高雄市楠梓區藍昌路215巷1~30號,住,18.1,1,1,108,8,6,65,12,2,43,透天厝,22.5,33.1,y,n,7450000,n,0,22.718944,120.290347
楠梓區,房地(土地+建物),高雄市楠梓區大學六十街179巷1~30號,住,49.7,2,1,107,9,19,107,11,1,0,透天厝,102,23.5,y,y,24000000,n,0,22.729665,120.273629
左營區,房地(土地+建物),高雄市左營區大順一路91~120號,工,2.5,1,1,108,12,2,84,5,2,24,住宅大樓(11層含以上有電梯),28.2,14.5,n,n,4100000,n,0,22.65692,120.306661
三民區,房地(土地+建物),高雄市三民區水源路217巷1~30號,住,3,2,1,108,11,22,101,6,5,7,住宅大樓(11層含以上有電梯),28.8,18.1,y,y,5200000,n,0,22.636224,120.33808
三民區,房地(土地+建物),高雄市三民區立志街65巷1~30號,住,24.9,2,1,108,11,2,63,4,19,45,透天厝,26.5,23.6,y,n,6250000,n,0,22.65219,120.3257
三民區,房地(土地+建物),高雄市三民區復興一路151~180號,商,2.5,1,1,108,11,23,71,12,1,37,住宅大樓(11層含以上有電梯),29.3,11.9,y,y,3500000,n,0,22.638211,120.308842
三民區,房地(土地+建物),高雄市三民區大昌一路302巷1~30號,住,8.9,1,1,108,12,8,70,12,26,38,公寓(5樓含以下無電梯),19.3,13.7,y,n,2650000,n,0,22.658845,120.320866
三民區,房地(土地+建物),高雄市三民區鼎貴路1~30號,住,3,1,1,108,12,13,95,3,22,14,套房(1房1廳1衛),8.5,19.5,y,n,1660000,n,0,22.674027,120.323474
三民區,房地(土地+建物),高雄市三民區大昌一路301巷6弄1~30號,工,60.3,5,1,108,11,5,103,1,14,6,廠辦,107.6,32.1,y,y,34500000,n,0,22.65693235,120.3208847
三民區,房地(土地+建物),高雄市三民區大連街361~390號,住,1.3,1,1,108,11,30,97,1,16,12,住宅大樓(11層含以上有電梯),10.8,20.9,y,y,2260000,n,0,22.650063,120.305684
三民區,房地(土地+建物),高雄市三民區大連街361~390號,住,1.5,1,1,108,11,30,97,1,16,12,住宅大樓(11層含以上有電梯),12.8,21.5,y,y,2750000,n,0,22.650063,120.305684
三民區,房地(土地+建物),高雄市三民區覺民路271~300號,商,2.6,1,1,108,11,30,83,12,2,25,住宅大樓(11層含以上有電梯),33.8,12.6,y,y,4250000,n,0,22.640677,120.333567
三民區,房地(土地+建物),高雄市三民區大豐二路564巷1~30號,住,7.6,1,1,108,11,28,69,2,28,40,公寓(5樓含以下無電梯),25.3,7.9,y,n,2000000,n,0,22.651057,120.334169
前鎮區,房地(土地+建物),高雄市前鎮區林森四路217巷31~60號,商,20.6,1,1,108,11,19,86,11,18,22,透天厝,57.3,29.7,y,n,17000000,n,0,22.610406,120.304259
小港區,房地(土地+建物),高雄市小港區達德街31~60號,住,9.4,1,1,108,11,26,78,8,22,30,公寓(5樓含以下無電梯),34.1,8.7,y,n,2950000,n,0,22.568395,120.335714
前鎮區,房地(土地+建物),高雄市前鎮區天后街1~30號,商,4.3,1,1,108,12,16,80,3,1,29,辦公商業大樓,59.3,7.8,n,y,4650000,n,0,22.570787,120.320765
前鎮區,房地(土地+建物),高雄市前鎮區英德街19巷20弄1~30號,住,34.1,2,1,108,12,11,107,6,19,1,透天厝,92.1,28.9,y,n,26650000,n,0,22.614116,120.325004
新興區,房地(土地+建物),高雄市新興區林森一路123巷1~30號,商,16.3,2,1,108,10,7,56,7,7,52,透天厝,25.7,37,y,n,9500000,n,0,22.628575,120.304202
苓雅區,房地(土地+建物),高雄市苓雅區和平二路438巷31~60號,住,23.6,2,1,108,12,7,60,7,21,48,透天厝,20.9,27.2,y,n,5680000,n,0,22.618273,120.323889
苓雅區,房地(土地+建物),高雄市苓雅區中華四路19巷1~30號,商,3.1,2,1,108,12,5,79,5,30,29,住宅大樓(11層含以上有電梯),37.8,13.9,y,y,5250000,n,0,22.612475,120.302159
苓雅區,房地(土地+建物),高雄市苓雅區興中二路121~150號,商,1.6,1,1,108,12,3,108,2,1,1,住宅大樓(11層含以上有電梯),20.8,21,y,y,4360000,n,0,22.615517,120.303928
新興區,房地(土地+建物),高雄市新興區六合二路31~60號,商,0.9,1,1,108,12,16,83,6,10,25,套房(1房1廳1衛),10.1,14.9,y,y,1500000,n,0,22.631965,120.298725
苓雅區,房地(土地+建物),高雄市苓雅區六合路31~60號,住,2.2,3,1,108,12,13,68,11,19,40,華廈(10層含以下有電梯),6.4,15.6,y,y,1000000,n,0,22.631989,120.317402
新興區,房地(土地+建物),高雄市新興區南台路73巷1~30號,商,10.7,1,1,108,11,13,60,8,19,48,透天厝,28.4,7.7,y,n,2200000,n,0,22.631979,120.299838
新興區,房地(土地+建物),高雄市新興區南台路73巷1~30號,商,10.7,1,1,108,11,13,60,8,19,48,透天厝,28.4,17.6,y,n,5000000,n,0,22.631979,120.299838
苓雅區,房地(土地+建物),高雄市苓雅區建國一路274巷1~30號,商,9.8,2,1,108,12,12,70,7,21,38,公寓(5樓含以下無電梯),22.8,11.8,y,n,2700000,n,0,22.633375,120.326714
苓雅區,房地(土地+建物),高雄市苓雅區新光路62巷1~30號,商,1.8,1,1,108,12,12,86,4,21,23,住宅大樓(11層含以上有電梯),41.6,11.3,y,y,4700000,n,0,22.611518,120.301259
前金區,房地(土地+建物),高雄市前金區大同一路271~300號,商,1.7,1,1,108,11,8,107,9,4,1,住宅大樓(11層含以上有電梯),27.3,24.5,y,y,6700000,n,0,22.627861,120.297548
鼓山區,房地(土地+建物),高雄市鼓山區美術北一街31~60號,商,2.9,1,1,108,11,21,94,10,27,14,住宅大樓(11層含以上有電梯),27.5,19.9,y,n,5470000,n,0,22.661973,120.288489
鼓山區,房地(土地+建物),高雄市鼓山區美術東四路301~330號,商,2.3,1,1,108,12,2,95,8,25,13,住宅大樓(11層含以上有電梯),22.8,21.5,y,y,4900000,n,0,22.65309,120.289999
鼓山區,房地(土地+建物),高雄市鼓山區龍勝路31~60號,商,2.1,1,1,108,11,19,100,10,7,8,住宅大樓(11層含以上有電梯),23.1,22.9,y,y,5300000,n,0,22.654443,120.295861
前金區,房地(土地+建物),高雄市前金區自強三路211~240號,商,12.4,1,1,108,12,13,56,4,6,53,透天厝,34.1,49.2,y,n,16780000,n,0,22.621724,120.296779
鼓山區,房地(土地+建物),高雄市鼓山區龍勝路151~180號,商,2.8,1,1,108,12,3,95,8,9,13,住宅大樓(11層含以上有電梯),28.5,20.4,y,y,5820000,n,0,22.654443,120.295861
前金區,房地(土地+建物),高雄市前金區河東路151~180號,商,146.2,1,5,108,12,6,85,2,15,24,辦公商業大樓,3542.9,21.1,n,y,748000000,n,0,22.625296,120.28991
前金區,房地(土地+建物),高雄市前金區光明街1~30號,商,1.8,1,1,108,12,16,108,7,15,0,住宅大樓(11層含以上有電梯),25.4,28.1,y,y,7130000,n,0,22.620344,120.295375
苓雅區,房地(土地+建物),高雄市苓雅區仁愛三街301~330號,商,4.8,4,1,108,11,27,76,5,15,32,住宅大樓(11層含以上有電梯),39.8,15.1,y,y,6000000,n,0,22.622173,120.308682
苓雅區,房地(土地+建物),高雄市苓雅區苓安路1~30號,住,7.2,1,1,108,11,17,73,1,10,36,公寓(5樓含以下無電梯),24.4,15.8,y,n,3850000,n,0,22.613502,120.292559
苓雅區,房地(土地+建物),高雄市苓雅區正義路10巷91~120號,住,13.9,1,1,108,11,27,67,12,5,41,公寓(5樓含以下無電梯),21.6,17.6,y,n,3800000,n,0,22.628237,120.340571
苓雅區,房地(土地+建物),高雄市苓雅區武營路635巷1~30號,住,7.5,1,1,108,12,13,73,1,21,36,公寓(5樓含以下無電梯),20.5,17.6,y,n,3600000,n,0,22.622064,120.335682
苓雅區,房地(土地+建物),高雄市苓雅區四維四路211~240號,商,2,1,1,108,12,6,78,6,6,30,住宅大樓(11層含以上有電梯),21.5,12.6,y,y,2700000,n,0,22.616141,120.300947
苓雅區,房地(土地+建物),高雄市苓雅區廣州一街122巷1~30號,商,10.8,2,1,108,11,26,72,4,19,36,公寓(5樓含以下無電梯),41.4,13.3,y,y,5500000,n,0,22.622827,120.31905
苓雅區,房地(土地+建物),高雄市苓雅區民權一路120巷31~60號,住,19.1,1,1,108,11,19,61,5,10,47,透天厝,26.4,13.8,y,n,3655100,n,0,22.626335,120.312423
苓雅區,房地(土地+建物),高雄市苓雅區林南街1~30號,住,8.6,1,1,108,11,29,69,2,22,40,公寓(5樓含以下無電梯),28.7,11.1,y,y,3180000,n,0,22.626026,120.316534
新興區,房地(土地+建物),高雄市新興區復興一路61~90號,商,1.8,1,1,108,10,23,104,10,23,4,住宅大樓(11層含以上有電梯),21.8,24.3,y,y,5300000,n,0,22.636633,120.30867
新興區,房地(土地+建物),高雄市新興區復興二路151~180號,商,1.1,1,1,108,12,13,79,5,22,29,套房(1房1廳1衛),12.1,13.6,y,y,1650000,n,0,22.624043,120.3089
苓雅區,房地(土地+建物),高雄市苓雅區凱旋二路25巷31~60號,住,8.2,2,1,108,11,27,72,5,16,36,公寓(5樓含以下無電梯),26,11.9,y,n,3100000,n,0,22.623026,120.32421
苓雅區,房地(土地+建物),高雄市苓雅區和平一路129巷1~30號,住,18.8,1,1,108,12,5,57,11,11,51,透天厝,30.7,17.3,y,n,5300000,n,0,22.622213,120.320813
苓雅區,房地(土地+建物),高雄市苓雅區輔仁路151巷1~30號,住,8.1,2,1,108,12,4,68,6,29,40,公寓(5樓含以下無電梯),22.2,11.5,y,n,2550000,n,0,22.63031,120.332891
前鎮區,房地(土地+建物),高雄市前鎮區隆昌街61~90號,住,7.1,1,1,108,11,29,73,3,30,36,公寓(5樓含以下無電梯),30.7,11.4,y,y,3500000,n,0,22.602212,120.326348
前鎮區,房地(土地+建物),高雄市前鎮區二聖二巷1~30號,住,8.4,1,1,108,12,7,65,10,8,43,公寓(5樓含以下無電梯),20.4,22.1,y,n,4500000,n,0,22.58656748,120.3183679
前鎮區,房地(土地+建物),高雄市前鎮區瑞春街69巷1~30號,住,7.6,1,1,108,11,10,70,12,24,38,公寓(5樓含以下無電梯),24,7.3,y,n,1750000,n,0,22.597444,120.32388
小港區,房地(土地+建物),高雄市小港區孔宅八路91~120號,商,14.1,1,1,108,10,17,108,3,7,0,透天厝,35.2,17.7,y,n,6230000,n,0,22.579031,120.37495
小港區,房地(土地+建物),高雄市小港區平和路47巷1~30號,商,8.1,1,1,108,11,27,75,5,28,33,公寓(5樓含以下無電梯),31.9,8.8,y,n,2800000,n,0,22.564064,120.333923
前鎮區,房地(土地+建物),高雄市前鎮區崗山西街271~300號,住,16.3,1,1,108,12,15,60,9,1,48,透天厝,26.6,31.6,y,n,8400000,n,0,22.602952,120.328403
小港區,房地(土地+建物),高雄市小港區松光街91~120號,住,34.6,1,1,108,11,14,96,10,26,12,透天厝,69.7,18.1,y,n,12600000,n,0,22.570931,120.37427
小港區,房地(土地+建物),高雄市小港區宏平路651巷1~30號,商,7,1,1,108,12,9,74,5,6,34,公寓(5樓含以下無電梯),32.4,10,y,n,3250000,n,0,22.569274,120.352446
小港區,房地(土地+建物),高雄市小港區崇文路122巷1~30號,商,17.8,1,1,108,11,29,76,3,26,33,透天厝,48,14.2,y,n,6800000,n,0,22.56931,120.352277
前鎮區,房地(土地+建物),高雄市前鎮區一心二路181~210號,商,3.6,1,1,108,12,3,70,12,21,38,住宅大樓(11層含以上有電梯),39.6,11.6,y,y,4600000,n,0,22.612382,120.30808
前鎮區,房地(土地+建物),高雄市前鎮區武慶一路151~180號,住,3,2,1,108,11,28,98,7,22,10,住宅大樓(11層含以上有電梯),24.9,17.6,y,y,4380000,n,0,22.607852,120.332279
三民區,房地(土地+建物),高雄市三民區鼎華路211~240號,商,2.3,1,1,108,11,24,95,12,7,13,住宅大樓(11層含以上有電梯),26.6,16.7,y,y,4450000,n,0,22.652412,120.318119
三民區,房地(土地+建物),高雄市三民區臥龍路91~120號,住,8.4,1,1,108,11,6,78,11,27,30,華廈(10層含以下有電梯),32.3,29.7,y,y,9600000,n,0,22.638403,120.329874
三民區,房地(土地+建物),高雄市三民區大順二路631~660號,住,1.2,1,1,108,12,10,85,3,25,24,住宅大樓(11層含以上有電梯),12.6,14.7,y,y,1850000,n,0,22.655197,120.316214
三民區,房地(土地+建物),高雄市三民區禮明路93巷1~30號,住,8.6,4,1,108,11,22,70,4,21,38,公寓(5樓含以下無電梯),22.6,15,y,n,3400000,n,0,22.640628,120.325544
三民區,房地(土地+建物),高雄市三民區陽明路170巷1~30號,商,3.9,1,1,108,11,4,78,3,23,31,住宅大樓(11層含以上有電梯),51.8,13.9,y,n,7200000,n,0,22.641245,120.343763
三民區,房地(土地+建物),高雄市三民區水源路217巷1~30號,住,3,2,1,108,11,27,101,6,5,7,住宅大樓(11層含以上有電梯),29.6,14.2,y,y,4200000,n,0,22.636224,120.33808
三民區,房地(土地+建物),高雄市三民區九如二路331~360號,商,3.4,1,1,108,11,24,82,9,14,26,住宅大樓(11層含以上有電梯),33.7,16.6,y,y,5600000,n,0,22.642087,120.291662
左營區,房地(土地+建物),高雄市左營區榮總路183巷1~30號,住,6.2,1,1,108,12,13,86,5,8,22,華廈(10層含以下有電梯),47.4,13.4,y,n,6350000,n,0,22.68106235,120.3215447
楠梓區,房地(土地+建物),高雄市楠梓區壽民路91~120號,住,788.9,4,2,108,9,16,73,12,12,35,其他,111.1,184.6,n,n,205119200,n,0,22.721349,120.295991
左營區,房地(土地+建物),高雄市左營區重建路1~30號,商,2.3,1,1,108,12,1,95,4,10,14,住宅大樓(11層含以上有電梯),26.9,18.6,y,y,5000000,n,0,22.684253,120.309232
楠梓區,房地(土地+建物),高雄市楠梓區青埔街1巷1~30號,住,18.1,1,1,108,11,1,85,9,24,23,透天厝,25.6,27.3,y,n,7000000,n,0,22.727244,120.323655
楠梓區,房地(土地+建物),高雄市楠梓區青埔街1巷1~30號,住,18.1,1,1,108,11,1,85,9,24,23,透天厝,25.6,27.3,y,n,7000000,n,0,22.727244,120.323655
楠梓區,房地(土地+建物),高雄市楠梓區安泰街1~30號,住,23,1,1,108,11,12,69,6,19,39,透天厝,31.2,24,y,n,7500000,n,0,22.742751,120.339502
楠梓區,房地(土地+建物),高雄市楠梓區加仁路59巷1~30號,住,8.7,1,1,108,12,2,69,8,15,39,公寓(5樓含以下無電梯),26.6,5.6,y,n,1500000,n,0,22.728072,120.300613
楠梓區,房地(土地+建物),高雄市楠梓區和光街221巷31~60號,商,18.8,2,1,108,12,4,60,4,30,49,透天厝,19.1,20.9,y,n,4000000,n,0,22.709453,120.29655
左營區,房地(土地+建物),高雄市左營區新庄仔路73巷19弄1~30號,住,25.7,2,1,108,9,27,72,2,7,36,透天厝,44.8,22.8,y,n,10200000,n,0,22.673798,120.30084
楠梓區,房地(土地+建物),高雄市楠梓區土庫一路151~180號,住,4.5,1,1,108,12,5,94,12,6,14,住宅大樓(11層含以上有電梯),34.3,11.1,y,y,3800000,n,0,22.735746,120.331375
左營區,房地(土地+建物),高雄市左營區孟子路511~540號,住,4.9,1,1,108,11,25,93,5,19,15,住宅大樓(11層含以上有電梯),36.2,19.8,y,y,7150000,n,0,22.67641,120.306366
岡山區,房地(土地+建物),高雄市岡山區嘉新東路61~90號,住,2.1,1,1,108,12,7,87,4,30,22,住宅大樓(11層含以上有電梯),25.3,8.8,y,y,2220000,n,0,22.807595,120.313482
彌陀區,房地(土地+建物),高雄市彌陀區青和街81巷1~30號,住,34.4,2,1,108,12,13,108,2,13,1,透天厝,62.4,15.4,y,n,9600000,n,0,22.782442,120.244761
岡山區,房地(土地+建物),高雄市岡山區石潭北一街1~30號,特定農業區,72.8,4,1,108,8,21,95,2,15,13,透天厝,58.1,25.8,y,n,15000000,n,0,22.774953,120.271179
岡山區,房地(土地+建物),高雄市岡山區大勇街1~30號,住,20.6,1,1,108,11,29,77,3,23,32,透天厝,28.3,23.9,y,n,6750000,n,0,22.790091,120.283322
梓官區,房地(土地+建物),高雄市梓官區信義路75巷1~30號,住,27.9,2,1,108,11,24,108,9,3,0,透天厝,57.8,16.2,y,n,9380000,n,0,22.76196235,120.2622747
梓官區,房地(土地+建物),高雄市梓官區信義路75巷1~30號,住,27.9,2,1,108,11,4,108,9,3,0,透天厝,57.8,15.9,y,n,9180000,n,0,22.76196235,120.2622747
梓官區,房地(土地+建物),高雄市梓官區信義路75巷1~30號,住,28,2,1,108,11,7,108,9,3,0,透天厝,57.8,16.4,y,n,9500000,n,0,22.76196235,120.2622747
梓官區,房地(土地+建物),高雄市梓官區信義路75巷1~30號,住,31,2,1,108,11,4,108,9,3,0,透天厝,58.8,15.6,y,n,9200000,n,0,22.76196235,120.2622747
燕巢區,房地(土地+建物),高雄市燕巢區瓊招路36巷1~30號,住,23.2,1,1,108,11,6,82,3,31,27,透天厝,46.1,10.9,y,n,5020000,n,0,22.798224,120.331084
鳳山區,房地(土地+建物),高雄市鳳山區南京路340巷1~30號,住,8.2,1,1,108,11,19,71,4,30,37,公寓(5樓含以下無電梯),22.1,22.6,y,y,5000000,n,0,22.616989,120.346391
鳳山區,房地(土地+建物),高雄市鳳山區八德路二段181~210號,住,21.8,1,1,108,11,30,84,4,17,24,透天厝,77,18.6,y,n,14300000,n,0,22.64504,120.354175
鳳山區,房地(土地+建物),高雄市鳳山區海洋二路31~60號,其他,5.9,1,1,108,12,19,82,8,30,26,華廈(10層含以下有電梯),25.5,7.8,y,y,2000000,n,0,22.613474,120.349067
鳳山區,房地(土地+建物),高雄市鳳山區頂庄路301~330號,住,32.2,1,1,108,12,16,93,1,28,16,透天厝,66.2,23.9,y,n,15800000,n,0,22.588486,120.354979
大樹區,房地(土地+建物),高雄市大樹區學城路一段8巷151~180號,一般農業區,50.5,1,1,108,12,9,94,11,7,14,透天厝,72.4,22.1,y,n,16000000,n,0,22.726305,120.404997
鳳山區,房地(土地+建物),高雄市鳳山區大明路74巷1~30號,住,20.6,1,1,108,11,1,76,9,1,32,透天厝,39.1,12.8,y,n,5000000,n,0,22.607937,120.342166
鳳山區,房地(土地+建物),高雄市鳳山區華山街181~210號,住,7.8,1,1,108,12,11,70,11,10,38,公寓(5樓含以下無電梯),22.5,12.9,y,n,2900000,n,0,22.63292,120.34722
鳳山區,房地(土地+建物),高雄市鳳山區瑞興路249巷1~30號,住,3.4,1,1,108,11,9,86,9,19,22,住宅大樓(11層含以上有電梯),29.1,16.2,y,y,4700000,n,0,22.628228,120.366519
鳳山區,房地(土地+建物),高雄市鳳山區頂圃街91~120號,住,24.4,1,1,108,11,3,108,6,3,0,透天厝,68.6,20.7,y,n,14200000,n,0,22.589529,120.352861
鳳山區,房地(土地+建物),高雄市鳳山區頂圃街91~120號,住,28.1,1,1,108,11,3,108,6,3,0,透天厝,69.3,23,y,n,15950000,n,0,22.589529,120.352861
鳳山區,房地(土地+建物),高雄市鳳山區瑞春街14巷1~30號,住,5.7,2,1,108,11,19,84,9,15,24,住宅大樓(11層含以上有電梯),39.1,21.5,y,y,8390000,n,0,22.596355,120.323633
大樹區,房地(土地+建物),高雄市大樹區安和街59巷91~120號,鄉村區,24.8,2,1,108,12,10,108,6,14,0,透天厝,52.5,15.4,y,n,8100000,n,0,22.66413,120.409242
鳳山區,房地(土地+建物),高雄市鳳山區鳳山區瑞興路481~510號,住,12.8,1,1,108,12,17,101,5,2,7,住宅大樓(11層含以上有電梯),52.9,9.2,y,y,4848548,n,0,22.62708744,120.3626094
鳳山區,房地(土地+建物),高雄市鳳山區福安二街91巷1~30號,住,17.5,1,1,108,12,7,68,12,31,40,透天厝,20.5,24.6,y,n,5050000,n,0,22.591739,120.334242
鳳山區,房地(土地+建物),高雄市鳳山區三誠路60巷8弄1~30號,住,16.3,1,1,108,12,10,58,11,10,50,透天厝,24.1,13.9,y,n,3350000,n,0,22.592977,120.326645
鳳山區,房地(土地+建物),高雄市鳳山區文仁街61~90號,住,8,1,1,108,12,17,83,9,23,25,住宅大樓(11層含以上有電梯),38.2,14.9,y,y,5700000,n,0,22.638669,120.358534
