鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地使用分區,土地移轉總面積_坪,交易筆棟數_土地數量,交易筆棟數_建物數量,交易年,交易月,交易日,建成年,建成月,建成日,屋齡_年,建物型態,建物移轉總面積_坪,建物單坪價格_萬元,建物現況格局.隔間,有無管理組織,總價元,有無車位,車位總價元,緯度,經度
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路31~60號,住,15.6,1,1,108,9,21,104,11,3,4,住宅大樓(11層含以上有電梯),121.9,25.6,n,y,31250000,y,0,22.654201,120.302825
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術館路1~30號,住,5,1,1,108,10,19,94,4,4,14,住宅大樓(11層含以上有電梯),40.3,22.1,y,n,8900000,y,0,22.654783,120.291309
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水二路91~120號,住,8.2,1,1,108,10,1,104,5,13,4,住宅大樓(11層含以上有電梯),93.1,25.8,y,y,24000000,y,0,22.649806,120.284602
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕國街121~150號,住,6.6,1,1,108,9,14,94,9,9,14,住宅大樓(11層含以上有電梯),52.9,20.6,y,y,10880000,y,0,22.658879,120.293328
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路271~300號,商,8.2,1,1,108,10,24,104,9,15,4,住宅大樓(11層含以上有電梯),142.1,32.2,n,y,45800000,y,0,22.654443,120.295861
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南三路361~390號,住,8.4,1,1,108,10,13,106,6,1,2,住宅大樓(11層含以上有電梯),102.6,29.9,y,y,30680000,y,1700000,22.653524,120.284854
前鎮區,房地(土地+建物)+車位,高雄市前鎮區瑞恩街91~120號,住,6.8,1,1,108,10,5,86,4,1,22,華廈(10層含以下有電梯),41.2,12.9,y,y,5300000,y,0,22.610062,120.32984
前鎮區,房地(土地+建物)+車位,高雄市前鎮區鄭和南路361~390號,商,7.4,1,1,108,10,24,96,5,9,12,住宅大樓(11層含以上有電梯),88.9,22.5,y,y,20000000,y,0,22.606873,120.314339
前鎮區,房地(土地+建物)+車位,高雄市前鎮區鎮海路82巷1~30號,住,3.6,1,1,108,10,19,103,6,17,5,住宅大樓(11層含以上有電梯),33.7,18.7,y,y,6300000,y,0,22.590703,120.316661
三民區,房地(土地+建物)+車位,高雄市三民區正忠路31~60號,商,6,1,1,108,9,5,104,9,6,4,住宅大樓(11層含以上有電梯),97.3,20.6,y,y,20000000,y,2800000,22.645812,120.330244
三民區,房地(土地+建物)+車位,高雄市三民區興昌街31~60號,商,3.3,1,1,108,10,9,104,12,30,4,住宅大樓(11層含以上有電梯),35.1,21.2,y,y,7450000,y,0,22.647029,120.318438
三民區,房地(土地+建物)+車位,高雄市三民區自立一路85巷1~30號,商,9.9,1,1,108,10,24,87,11,13,21,住宅大樓(11層含以上有電梯),64.6,15,y,y,9700000,y,0,22.636571,120.296574
左營區,房地(土地+建物)+車位,高雄市左營區光興街151~180號,住,3.4,1,1,108,10,12,88,5,13,20,住宅大樓(11層含以上有電梯),38.5,17.7,y,y,6800000,y,0,22.662255,120.310753
左營區,房地(土地+建物)+車位,高雄市左營區辛亥路241~270號,其他,5.4,1,1,108,10,14,101,11,5,7,住宅大樓(11層含以上有電梯),82.8,21.3,y,y,17650000,y,0,22.662821,120.309268
左營區,房地(土地+建物)+車位,高雄市左營區重化街61~90號,商,4.4,1,1,108,10,10,88,3,29,20,住宅大樓(11層含以上有電梯),48.1,14.9,y,n,7160000,y,0,22.674714,120.308402
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路181~210號,住,4.7,1,1,108,9,28,94,5,20,14,住宅大樓(11層含以上有電梯),41.2,19.9,y,y,8200000,y,0,22.673217,120.297447
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德賢路209巷1~30號,住,5.1,1,1,108,10,5,84,8,21,24,住宅大樓(11層含以上有電梯),43.7,12.1,y,y,5300000,y,0,22.725971,120.306523
鳳山區,房地(土地+建物)+車位,高雄市鳳山區新強路125巷1~30號,住,7,1,1,108,10,10,84,10,20,24,住宅大樓(11層含以上有電梯),39.2,13.5,y,y,5300000,y,0,22.609685,120.340964
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳東路481~510號,住,6.6,3,1,108,10,17,83,6,1,25,住宅大樓(11層含以上有電梯),42,12.3,y,y,5150000,y,0,22.628052,120.382506
仁武區,房地(土地+建物)+車位,高雄市仁武區永新四街61~90號,住,9.3,1,1,108,9,25,107,12,27,1,華廈(10層含以下有電梯),50.5,17.4,y,y,8800000,y,0,22.686096,120.334949
大寮區,房地(土地+建物)+車位,高雄市大寮區文華街121~150號,住,5.4,1,1,108,10,2,82,10,14,26,華廈(10層含以下有電梯),33.8,9.2,y,y,3100000,y,0,22.626307,120.408546
仁武區,房地(土地+建物)+車位,高雄市仁武區仁勇路511~540號,住,9.8,1,1,108,10,10,106,12,12,2,住宅大樓(11層含以上有電梯),62.7,18.9,y,y,11880000,y,1500000,22.675531,120.357066
鳥松區,房地(土地+建物)+車位,高雄市鳥松區明湖路1~30號,住,20.7,1,1,108,10,16,97,1,15,12,住宅大樓(11層含以上有電梯),108.1,27.9,y,y,30200000,y,0,22.664798,120.356903
鳳山區,房地(土地+建物)+車位,高雄市鳳山區和德街1~30號,住,8,1,1,108,10,16,100,12,1,8,住宅大樓(11層含以上有電梯),58.2,16.3,y,y,9500000,y,0,22.620129,120.359838
鳳山區,房地(土地+建物)+車位,高雄市鳳山區中正里瑞興路451~480號,住,10.5,1,1,108,10,5,101,5,2,7,住宅大樓(11層含以上有電梯),43,19.8,y,y,8500000,y,0,22.631137,120.368995
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路271~300號,住,4.1,1,1,108,10,15,95,5,5,13,住宅大樓(11層含以上有電梯),37.8,20.1,y,y,7600000,y,0,22.673217,120.297447
左營區,房地(土地+建物)+車位,高雄市左營區福山里博愛四路361~390號,商,3,1,1,108,11,1,102,12,2,6,住宅大樓(11層含以上有電梯),62.1,24.8,y,y,15380000,y,980000,22.687149,120.316549
左營區,房地(土地+建物)+車位,高雄市左營區辛亥路241~270號,其他,4.2,1,1,108,10,14,101,11,5,7,住宅大樓(11層含以上有電梯),65.3,23.8,y,y,15530000,y,0,22.662821,120.309268
左營區,房地(土地+建物)+車位,高雄市左營區大中二路541~570號,住,5,1,1,108,10,21,103,5,28,5,住宅大樓(11層含以上有電梯),53.2,19.7,y,y,10500000,y,0,22.67936,120.317198
左營區,房地(土地+建物)+車位,高雄市左營區文學路611巷31~60號,住,4.6,1,1,108,11,1,108,8,6,0,住宅大樓(11層含以上有電梯),48.5,23.2,y,y,11230000,y,0,22.690249,120.319717
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德賢路586巷1~30號,住,4,1,1,108,10,1,85,10,24,23,華廈(10層含以下有電梯),37.4,11.5,y,y,4300000,y,0,22.725904,120.300593
左營區,房地(土地+建物)+車位,高雄市左營區福山里文恩路151~180號,住,7.3,1,1,108,10,5,106,8,31,2,住宅大樓(11層含以上有電梯),53.5,22.6,y,y,12100000,y,0,22.684314,120.316916
左營區,房地(土地+建物)+車位,高雄市左營區文學路611巷31~60號,住,5,1,1,108,11,1,108,8,6,0,住宅大樓(11層含以上有電梯),51.9,22.1,y,y,11480000,y,0,22.690249,120.319717
左營區,房地(土地+建物)+車位,高雄市左營區文學路611巷31~60號,住,4.9,1,1,108,10,30,108,8,6,0,住宅大樓(11層含以上有電梯),51.9,21.4,y,y,11100000,y,0,22.690249,120.319717
左營區,房地(土地+建物)+車位,高雄市左營區重治路61~90號,住,6.6,1,1,108,10,14,87,6,1,21,華廈(10層含以下有電梯),50.9,13.8,y,y,7000000,y,0,22.681484,120.303774
三民區,房地(土地+建物)+車位,高雄市三民區灣中街241~270號,住,4.3,1,1,108,10,5,95,7,11,13,住宅大樓(11層含以上有電梯),32,17.2,y,y,5500000,y,0,22.649336,120.320266
三民區,房地(土地+建物)+車位,高雄市三民區興隆街61~90號,商,2.9,1,1,108,10,10,89,4,12,19,住宅大樓(11層含以上有電梯),41.6,15.9,y,y,6600000,y,0,22.647029,120.318438
三民區,房地(土地+建物)+車位,高雄市三民區大豐一路1~30號,住,4.4,2,1,108,10,16,84,8,23,24,住宅大樓(11層含以上有電梯),36,14.6,y,y,5250000,y,0,22.659003,120.328727
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路211~240號,商,5,1,1,108,10,6,79,3,22,29,住宅大樓(11層含以上有電梯),48.9,11.5,y,y,5630000,y,0,22.653313,120.331423
三民區,房地(土地+建物)+車位,高雄市三民區明誠一路151~180號,住,7.3,1,1,108,10,28,88,9,8,20,住宅大樓(11層含以上有電梯),50.5,15.4,y,y,7800000,y,0,22.660077,120.330931
三民區,房地(土地+建物)+車位,高雄市三民區愛國路151~180號,商,4.6,1,1,108,10,4,108,8,1,0,住宅大樓(11層含以上有電梯),45.8,23.1,y,y,10570000,y,1000000,22.651175,120.319269
三民區,房地(土地+建物)+車位,高雄市三民區愛國路151~180號,商,4.4,1,1,108,7,29,108,8,1,0,住宅大樓(11層含以上有電梯),43.8,20.5,y,y,8980000,y,1600000,22.651175,120.319269
三民區,房地(土地+建物)+車位,高雄市三民區愛國路151~180號,商,5.9,1,1,108,7,30,108,8,1,0,住宅大樓(11層含以上有電梯),59.3,25.3,y,y,15010000,y,2100000,22.651175,120.319269
三民區,房地(土地+建物)+車位,高雄市三民區愛國路151~180號,商,5.9,1,1,108,10,22,108,8,1,0,住宅大樓(11層含以上有電梯),59.3,21.3,y,y,12650000,y,2200000,22.651175,120.319269
三民區,房地(土地+建物)+車位,高雄市三民區愛國路151~180號,商,5.1,1,1,108,9,14,108,8,1,0,住宅大樓(11層含以上有電梯),51.3,21.8,y,y,11200000,y,1600000,22.651175,120.319269
三民區,房地(土地+建物)+車位,高雄市三民區愛國路151~180號,商,5.1,1,1,108,10,1,108,8,1,0,住宅大樓(11層含以上有電梯),51.3,22.2,y,y,11400000,y,2000000,22.651175,120.319269
三民區,房地(土地+建物)+車位,高雄市三民區愛國路151~180號,商,4.4,1,1,108,10,7,108,8,1,0,住宅大樓(11層含以上有電梯),43.8,20.5,y,y,9000000,y,2000000,22.651175,120.319269
三民區,房地(土地+建物)+車位,高雄市三民區愛國路151~180號,商,4.8,1,1,108,7,15,108,8,1,0,住宅大樓(11層含以上有電梯),47.5,21.8,y,y,10370000,y,1600000,22.651175,120.319269
前鎮區,房地(土地+建物)+車位,高雄市前鎮區崗山中街1~30號,住,10.7,2,1,108,8,18,78,4,28,30,公寓(5樓含以下無電梯),47.5,14.7,y,n,7000000,y,0,22.604757,120.330951
前鎮區,房地(土地+建物)+車位,高雄市前鎮區班超路1~30號,住,4.5,1,1,108,9,21,107,3,6,1,住宅大樓(11層含以上有電梯),38.8,17.9,y,y,6950000,y,0,22.601211,120.32568
小港區,房地(土地+建物)+車位,高雄市小港區大鵬路121~150號,商,2.8,2,1,108,10,9,83,12,16,25,住宅大樓(11層含以上有電梯),40.8,8.8,y,y,3600000,y,0,22.569873,120.358376
前鎮區,房地(土地+建物)+車位,高雄市前鎮區崗山東街179巷1~30號,住,5.3,1,1,108,10,23,89,5,23,19,住宅大樓(11層含以上有電梯),41.3,16.6,y,y,6850000,y,0,22.607056,120.334253
前鎮區,房地(土地+建物)+車位,高雄市前鎮區新光路1~30號,商,1,2,1,108,10,16,88,2,9,21,住宅大樓(11層含以上有電梯),37.1,16.2,y,y,6000000,y,0,22.612527,120.305102
苓雅區,房地(土地+建物)+車位,高雄市苓雅區七賢一路121~150號,商,1.1,1,1,108,10,21,107,9,11,1,住宅大樓(11層含以上有電梯),32.4,18.5,y,y,6000000,y,0,22.633629,120.316753
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路31~60號,住,4.5,1,1,108,10,17,86,4,30,22,住宅大樓(11層含以上有電梯),104.7,21,y,y,22000000,y,0,22.624945,120.316933
鼓山區,房地(土地+建物)+車位,高雄市鼓山區中華一路811~840號,商,7.7,1,1,108,8,28,98,8,18,10,辦公商業大樓,71.1,21.1,n,y,15000000,y,0,22.668863,120.285945
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1801~1830號,商,5.7,1,1,108,9,24,103,6,13,5,住宅大樓(11層含以上有電梯),85.8,28.2,y,y,24180000,y,0,22.665806,120.296044
前金區,房地(土地+建物)+車位,高雄市前金區光明街1~30號,商,1.9,1,1,108,10,2,108,7,15,0,住宅大樓(11層含以上有電梯),26.7,35.2,y,y,9400000,y,0,22.620344,120.295375
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路211~240號,住,3.5,2,1,108,9,28,95,10,13,13,住宅大樓(11層含以上有電梯),29.9,21.7,y,y,6500000,y,0,22.65309,120.289999
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北五街61~90號,住,5.8,1,1,108,9,22,107,12,13,1,住宅大樓(11層含以上有電梯),73.8,29.1,y,y,21510000,y,3200000,22.663948,120.290481
前金區,房地(土地+建物)+車位,高雄市前金區民生二路181~210號,商,4.6,1,1,108,8,28,99,6,2,9,住宅大樓(11層含以上有電梯),120.5,28,n,y,33800000,y,2300000,22.624703,120.29365
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠四路241~270號,商,5.4,1,1,108,10,21,94,12,30,14,住宅大樓(11層含以上有電梯),67.8,22.4,y,y,15180000,y,0,22.661155,120.292481
鼓山區,房地(土地+建物)+車位,高雄市鼓山區中華一路2281~2310號,住,6.6,1,2,108,9,26,84,6,19,24,住宅大樓(11層含以上有電梯),57.2,16.8,y,y,9600000,y,0,22.668863,120.285945
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路211~240號,商,3.3,1,1,108,9,28,93,10,25,15,住宅大樓(11層含以上有電梯),35.1,22.2,y,y,7780000,y,0,22.664538,120.29805
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路31~60號,住,15.6,1,1,108,9,7,104,11,3,4,住宅大樓(11層含以上有電梯),122,24.5,n,y,29950000,y,0,22.661139,120.297134
鼓山區,房地(土地+建物)+車位,高雄市鼓山區大順一路1011巷1~30號,住,2.6,1,1,108,10,19,84,7,7,24,住宅大樓(11層含以上有電梯),34,15,y,n,5100000,y,0,22.653508,120.297006
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路211~240號,商,3.5,1,1,108,9,11,93,10,25,15,住宅大樓(11層含以上有電梯),38.4,21.9,y,y,8400000,y,0,22.664538,120.29805
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路451~480號,商,4,1,1,108,10,27,98,3,25,10,住宅大樓(11層含以上有電梯),44.9,19.8,y,y,8900000,y,0,22.65309,120.289999
苓雅區,房地(土地+建物)+車位,高雄市苓雅區興中二路121~150號,商,1.9,1,1,108,10,22,108,2,1,1,住宅大樓(11層含以上有電梯),33.2,20.9,y,y,6950000,y,2050000,22.615517,120.303928
苓雅區,房地(土地+建物)+車位,高雄市苓雅區民權一路61~90號,住,13.3,2,1,108,10,8,98,11,9,10,住宅大樓(11層含以上有電梯),127,26.7,y,y,33900000,y,4000000,22.61882,120.313858
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路91~120號,商,9.6,3,1,108,10,6,106,12,28,2,住宅大樓(11層含以上有電梯),73.4,23.6,y,y,17320000,y,0,22.624945,120.316933
小港區,房地(土地+建物)+車位,高雄市小港區店仔後街61~90號,住,9.7,1,1,108,9,27,107,5,9,1,住宅大樓(11層含以上有電梯),65.4,13,y,y,8500000,y,1350000,22.56116,120.354761
小港區,房地(土地+建物)+車位,高雄市小港區中安路271~300號,住,5.6,1,1,108,10,18,83,11,16,25,華廈(10層含以下有電梯),34.3,11.4,y,y,3900000,y,0,22.584757,120.36569
三民區,房地(土地+建物)+車位,高雄市三民區覺民路1~30號,住,4.4,1,1,108,5,15,108,6,18,0,住宅大樓(11層含以上有電梯),47,18.9,y,y,8900000,y,1550000,22.640677,120.333567
三民區,房地(土地+建物)+車位,高雄市三民區鼎金後路481~510號,住,7.1,1,1,108,10,8,95,4,14,13,住宅大樓(11層含以上有電梯),41.3,15.5,y,y,6400000,y,0,22.669464,120.32536
三民區,房地(土地+建物)+車位,高雄市三民區覺民路285巷1~30號,住,3,2,1,108,9,26,104,8,13,4,住宅大樓(11層含以上有電梯),30.4,18.5,y,y,5610000,y,0,22.640303,120.336825
三民區,房地(土地+建物)+車位,高雄市三民區明誠一路151~180號,住,7.4,1,1,108,9,29,101,9,26,7,住宅大樓(11層含以上有電梯),54.6,17.5,y,y,9580000,y,1300000,22.660077,120.330931
三民區,房地(土地+建物)+車位,高雄市三民區九如一路211~240號,商,3.6,2,1,108,10,6,105,4,10,3,住宅大樓(11層含以上有電梯),47.8,15.2,y,y,7260000,y,0,22.640116,120.317739
三民區,房地(土地+建物)+車位,高雄市三民區皓東路9巷1~30號,住,8.5,4,1,108,10,3,81,6,29,27,華廈(10層含以下有電梯),39.6,14.8,y,n,5850000,y,0,22.64845,120.331087
左營區,房地(土地+建物)+車位,高雄市左營區文強路211~240號,住,3.9,1,1,108,10,14,93,7,1,15,住宅大樓(11層含以上有電梯),32.9,20.7,y,y,6800000,y,0,22.676048,120.307079
左營區,房地(土地+建物)+車位,高雄市左營區文慈路271~300號,住,3.9,1,1,108,10,10,84,8,18,24,住宅大樓(11層含以上有電梯),36.2,17.4,y,y,6300000,y,0,22.683283,120.318238
左營區,房地(土地+建物)+車位,高雄市左營區保靖街1~30號,商,4.9,1,1,108,10,25,92,9,17,16,住宅大樓(11層含以上有電梯),48.5,21.8,y,y,10580000,y,0,22.663659,120.307576
左營區,房地(土地+建物)+車位,高雄市左營區重建路1~30號,商,2.7,1,1,108,10,18,95,4,10,13,住宅大樓(11層含以上有電梯),27.3,17.6,y,y,4800000,y,0,22.684253,120.309232
左營區,房地(土地+建物)+車位,高雄市左營區立大路271~300號,商,4.2,2,1,108,8,12,105,11,10,3,住宅大樓(11層含以上有電梯),64.5,21.1,y,y,13580000,y,0,22.67698,120.305365
左營區,房地(土地+建物)+車位,高雄市左營區大中二路751~780號,住,3.4,1,1,108,9,29,100,6,28,8,住宅大樓(11層含以上有電梯),33,17.5,y,y,5780000,y,0,22.67936,120.317198
左營區,房地(土地+建物)+車位,高雄市左營區文學路631~660號,住,6,1,1,108,9,30,107,9,6,1,住宅大樓(11層含以上有電梯),47.9,24.4,y,y,11700000,y,0,22.68513,120.309287
左營區,房地(土地+建物)+車位,高雄市左營區重文街1~30號,住,6.3,1,1,108,10,7,108,4,30,0,住宅大樓(11層含以上有電梯),53,20.8,y,y,11000000,y,0,22.684584,120.30565
左營區,房地(土地+建物)+車位,高雄市左營區重文街31~60號,住,4.2,1,1,108,10,6,108,4,30,0,住宅大樓(11層含以上有電梯),30,20,y,y,6000000,y,0,22.684584,120.30565
左營區,房地(土地+建物)+車位,高雄市左營區重文街31~60號,住,5.8,1,1,108,10,1,108,4,30,0,住宅大樓(11層含以上有電梯),45.5,19.2,y,y,8735000,y,0,22.684584,120.30565
左營區,房地(土地+建物)+車位,高雄市左營區洲仔東街181~210號,住,9.2,1,1,108,10,9,108,7,24,0,住宅大樓(11層含以上有電梯),61.8,18.9,y,y,11680000,y,3560000,22.686472,120.302201
左營區,房地(土地+建物)+車位,高雄市左營區洲仔東街181~210號,住,8,1,1,108,9,9,108,7,24,0,住宅大樓(11層含以上有電梯),51.3,23.8,y,y,12200000,y,1880000,22.686472,120.302201
楠梓區,房地(土地+建物)+車位,高雄市楠梓區榮新街1~30號,住,5.1,1,1,108,10,6,97,9,17,11,住宅大樓(11層含以上有電梯),43.4,15.7,y,y,6800000,y,0,22.714881,120.297096
楠梓區,房地(土地+建物)+車位,高雄市楠梓區興西路121~150號,商,2.8,1,1,108,10,22,107,1,5,2,住宅大樓(11層含以上有電梯),33.3,18.6,y,y,6200000,y,0,22.730305,120.333817
左營區,房地(土地+建物)+車位,高雄市左營區大順一路391~420號,住,10.9,1,1,108,10,20,104,8,25,4,住宅大樓(11層含以上有電梯),136,28.7,y,y,39000000,y,7200000,22.65692,120.306661
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路1~30號,住,5.3,1,1,108,10,21,103,9,24,5,辦公商業大樓,65.2,23,n,y,15000000,y,0,22.687149,120.316549
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德民路421~450號,住,4.2,1,1,108,10,18,100,9,13,8,住宅大樓(11層含以上有電梯),39.2,14,y,y,5500000,y,0,22.716827,120.282582
左營區,房地(土地+建物)+車位,高雄市左營區明華一路1~30號,住,3.5,1,1,108,10,21,88,5,13,20,住宅大樓(11層含以上有電梯),39.9,19,y,y,7600000,y,0,22.663011,120.304003
岡山區,房地(土地+建物)+車位,高雄市岡山區仁義路1~30號,住,11,1,1,108,10,16,95,3,6,13,住宅大樓(11層含以上有電梯),61.5,11.9,y,y,7300000,y,0,22.785601,120.295181
橋頭區,房地(土地+建物)+車位,高雄市橋頭區樹德路31~60號,商,3.4,1,2,108,10,26,83,3,10,25,住宅大樓(11層含以上有電梯),38.2,9.4,y,y,3600000,y,0,22.76363,120.307646
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,1,22,108,8,27,0,住宅大樓(11層含以上有電梯),45.2,19.9,y,y,9000000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,2,28,108,8,27,0,住宅大樓(11層含以上有電梯),45.2,19,y,y,8580000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區埤頂街31~60號,住,6.1,1,1,108,9,7,101,8,1,7,住宅大樓(11層含以上有電梯),40.7,15,y,y,6100000,y,0,22.62923,120.381082
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,5.6,1,1,108,1,9,108,8,27,0,住宅大樓(11層含以上有電梯),30.1,19.8,y,y,5950000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,9,1,1,108,5,30,108,8,27,0,住宅大樓(11層含以上有電梯),52.7,16.9,y,y,8900000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7,1,1,108,2,26,108,8,27,0,住宅大樓(11層含以上有電梯),40.7,19.3,y,y,7860000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,3,24,108,8,27,0,住宅大樓(11層含以上有電梯),45.2,17.1,y,y,7730000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,6,1,1,108,5,1,108,8,27,0,住宅大樓(11層含以上有電梯),34.4,19.8,y,y,6820000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,8.1,1,1,108,5,26,108,8,27,0,住宅大樓(11層含以上有電梯),46.6,19.1,y,y,8900000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,5.8,1,1,108,8,27,108,8,27,0,住宅大樓(11層含以上有電梯),34.5,18.8,y,y,6500000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,5.8,1,1,108,1,17,108,8,27,0,住宅大樓(11層含以上有電梯),31.5,17.8,y,y,5600000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,7.9,1,1,108,7,18,108,8,27,0,住宅大樓(11層含以上有電梯),44.4,17.1,y,y,7600000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,9,1,1,108,5,5,108,8,27,0,住宅大樓(11層含以上有電梯),52.7,17.3,y,y,9130000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,7.9,1,1,108,7,27,108,8,27,0,住宅大樓(11層含以上有電梯),44.4,17.2,y,y,7620000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,7.3,1,1,108,7,20,108,8,27,0,住宅大樓(11層含以上有電梯),42,17.1,y,y,7200000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,6.2,1,1,108,6,27,108,8,27,0,住宅大樓(11層含以上有電梯),35.6,19.4,y,y,6900000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,8.1,1,1,108,5,5,108,8,27,0,住宅大樓(11層含以上有電梯),45.2,16.4,y,y,7430000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7,1,1,108,1,5,108,8,27,0,住宅大樓(11層含以上有電梯),40.7,16.6,y,y,6750000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,6.2,1,1,108,7,9,108,8,27,0,住宅大樓(11層含以上有電梯),35.6,19.4,y,y,6900000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,5.6,1,1,108,1,8,108,8,27,0,住宅大樓(11層含以上有電梯),30.1,18.9,y,y,5680000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,1,30,108,8,27,0,住宅大樓(11層含以上有電梯),45.2,19.6,y,y,8850000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,6,1,1,108,2,26,108,8,27,0,住宅大樓(11層含以上有電梯),34.9,18.8,y,y,6550000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,9,16,108,8,27,0,住宅大樓(11層含以上有電梯),45.2,16.8,y,y,7600000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,9,18,108,8,27,0,住宅大樓(11層含以上有電梯),45.3,19.9,y,y,9000000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,1,13,108,8,27,0,住宅大樓(11層含以上有電梯),45.2,19.5,y,y,8800000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,6,1,1,108,3,9,108,8,27,0,住宅大樓(11層含以上有電梯),34.9,16,y,y,5600000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,6,1,1,108,3,16,108,8,27,0,住宅大樓(11層含以上有電梯),34.9,16.9,y,y,5900000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,6,1,1,108,1,19,108,8,27,0,住宅大樓(11層含以上有電梯),34.9,16.9,y,y,5900000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,2,14,108,8,27,0,住宅大樓(11層含以上有電梯),45.3,17,y,y,7710000,y,0,22.6451,120.370544
鳥松區,房地(土地+建物)+車位,高雄市鳥松區忠義路241~270號,住,8,1,1,108,9,28,105,11,7,3,住宅大樓(11層含以上有電梯),47.7,17.6,y,y,8400000,y,0,22.65993255,120.3643877
鳳山區,房地(土地+建物)+車位,高雄市鳳山區濱山街55巷11弄1~30號,住,6.4,1,1,108,10,9,79,11,20,29,華廈(10層含以下有電梯),35,14.3,y,y,5000000,y,0,22.646288,120.351429
