鄉鎮市區,交易標的,臨路,土地移轉坪數,都市土地使用分區,總樓層,頂樓註記,屋齡,建物移轉坪數,管理組織,車位總面積,單價,車位總價
前鎮區,房地(土地+建物),Y,1.8,其他,15,N,9.5,25.65,Y,0,24,0
三民區,房地(土地+建物)+車位,Y,8.73,其他,24,N,0.2,49.4,Y,8.75,24.7,0
左營區,房地(土地+建物)+車位,Y,4.99,其他,24,N,5.7,71.08,Y,5.91,25.7,0
鳳山區,房地(土地+建物)+車位,Y,9,其他,15,N,3.9,54.51,Y,0,20.7,0
鳳山區,房地(土地+建物),Y,3.42,其他,16,N,25.2,30.92,Y,0,13,0
鼓山區,房地(土地+建物)+車位,Y,6.86,其他使用區,29,N,1.6,86.13,Y,12.59,33.6,420
三民區,房地(土地+建物)+車位,Y,8.26,其他,24,N,0.2,47.03,Y,8.75,23.9,0
三民區,房地(土地+建物),Y,2.35,其他,12,N,27.6,22.83,Y,0,10.6,0
鼓山區,房地(土地+建物)+車位,Y,3.88,其他,15,N,14.4,40.21,Y,3.63,21.3,0
前鎮區,房地(土地+建物)+車位,Y,4.12,其他,15,N,14.3,53.2,Y,2.88,20.3,80
三民區,房地(土地+建物)+車位,Y,12.32,其他,24,N,0.2,92.59,Y,26.24,23.3,0
苓雅區,房地(土地+建物)+車位,Y,4.73,其他,15,N,0.7,35.76,Y,8.18,22.8,205
三民區,房地(土地+建物)+車位,Y,5.94,其他,19,N,0.9,59.31,Y,11.18,21.9,198
三民區,房地(土地+建物)+車位,Y,2.58,其他,16,Y,24,34.64,Y,0,15,0
三民區,房地(土地+建物)+車位,Y,10.68,其他,24,N,0.2,64.38,Y,8.75,26.6,0
三民區,房地(土地+建物)+車位,Y,10.71,其他,24,N,0.2,64.57,Y,8.75,25.3,0
三民區,房地(土地+建物)+車位,Y,9.06,其他,24,N,0.2,57.3,Y,8.75,25.6,0
三民區,房地(土地+建物)+車位,Y,1.83,其他,15,Y,0.7,25.4,Y,3.65,25.2,90
楠梓區,房地(土地+建物)+車位,N,4.01,其他,15,N,6.2,39.7,Y,5.78,18.1,0
仁武區,房地(土地+建物)+車位,Y,12.41,其他,23,N,2.6,71.18,Y,21.48,26.2,320
左營區,房地(土地+建物)+車位,Y,5.25,其他,15,N,8.2,60.94,Y,11.04,22.9,0
左營區,房地(土地+建物),Y,7.44,其他,13,N,22.4,48.01,Y,0,15.6,0
鼓山區,房地(土地+建物)+車位,Y,13.28,其他,14,N,7,115.13,Y,21.11,25,0
三民區,房地(土地+建物)+車位,Y,6.68,其他,15,N,0.3,55.99,Y,11.5,11.4,0
橋頭區,房地(土地+建物)+車位,Y,6.88,其他,14,N,10.3,40.21,Y,0,13,0
三民區,房地(土地+建物)+車位,Y,8.26,其他,24,N,0.2,47.03,Y,8.75,23.8,0
三民區,房地(土地+建物)+車位,Y,3.66,其他,15,N,0.3,30.14,Y,6.01,19.5,0
左營區,房地(土地+建物)+車位,Y,5.67,其他,24,N,5.7,78.03,Y,5.91,20.2,0
三民區,房地(土地+建物)+車位,Y,9.06,其他,24,N,0.2,57.38,Y,8.75,24.7,0
鼓山區,房地(土地+建物)+車位,Y,4.97,其他,15,N,13.3,45.74,Y,4.98,22.7,0
大社區,房地(土地+建物),N,5.38,其他,19,N,26.5,32.52,Y,0,10.1,0
仁武區,房地(土地+建物),N,7.19,其他,12,N,22.6,39.15,Y,0,12,0
左營區,房地(土地+建物)+車位,Y,4.45,其他,13,N,7.8,37.73,Y,8.82,21.2,0
左營區,房地(土地+建物)+車位,Y,4.26,其他,24,N,7.7,64.82,Y,6.92,21.8,0
鼓山區,房地(土地+建物)+車位,Y,3.64,其他,15,N,13.2,26.04,Y,2.5,21.3,0
橋頭區,房地(土地+建物)+車位,Y,14.44,其他,24,N,0.3,107.31,Y,14.24,18.7,0
鼓山區,房地(土地+建物)+車位,Y,5.77,其他,29,N,1.6,74.81,Y,11.09,30.2,300
新興區,房地(土地+建物),Y,1.08,其他,14,N,20.3,12.25,Y,0,18,0
仁武區,房地(土地+建物)+車位,Y,9.27,其他,18,N,4.4,65.17,Y,10.13,16.5,0
鼓山區,房地(土地+建物)+車位,Y,7.07,其他,14,Y,16.7,53.07,Y,8.3,20.3,0
鼓山區,房地(土地+建物)+車位,N,8.98,其他,15,N,0.7,56.65,Y,9.72,18.8,165
鳳山區,房地(土地+建物),N,3.84,其他,14,N,21.2,33.95,Y,0,16.2,0
左營區,房地(土地+建物)+車位,Y,9.97,其他,21,N,4.4,95.49,Y,10.97,19.7,0
橋頭區,房地(土地+建物)+車位,Y,14.44,其他,24,N,0.3,107.31,Y,14.24,20.2,0
三民區,房地(土地+建物)+車位,Y,1.94,其他,15,N,0.7,26.9,Y,3.65,23.5,100
鳳山區,房地(土地+建物),Y,2.6,其他,23,N,25.9,35.89,Y,0,13.3,0
左營區,房地(土地+建物)+車位,Y,4.46,其他,24,N,5.7,64.67,Y,5.91,22.7,0
鼓山區,房地(土地+建物)+車位,Y,5.04,住宅區,14,Y,15.3,40.61,Y,4,21.4,0
苓雅區,房地(土地+建物)+車位,Y,8.21,其他,22,N,0.8,81.05,Y,11.69,26,325
鼓山區,房地(土地+建物)+車位,Y,3.83,其他,15,N,13.9,35.61,Y,7.15,24.4,150
小港區,房地(土地+建物),Y,2.98,其他,14,N,0.3,26.4,Y,0,14.4,0
前鎮區,房地(土地+建物)+車位,Y,4.25,其他,15,N,10.6,44.99,Y,10.74,14.9,0
左營區,房地(土地+建物),Y,2.27,其他,24,N,0.6,25.03,Y,0,22.7,0
前鎮區,房地(土地+建物)+車位,Y,2.73,其他,15,N,14.3,30.72,Y,0,18.6,0
苓雅區,房地(土地+建物)+車位,Y,6.66,其他,15,N,12.5,100.92,Y,5.04,20.1,0
楠梓區,房地(土地+建物)+車位,N,3.98,其他,13,N,15.7,42.65,Y,1.4,14.5,0
楠梓區,房地(土地+建物)+車位,Y,5.61,其他,14,N,0.7,43.27,Y,8.78,18.5,0
三民區,房地(土地+建物)+車位,Y,9.06,其他,24,N,0.2,57.38,Y,8.75,24.5,0
三民區,房地(土地+建物),Y,2.62,其他,20,N,26.7,33.26,Y,0,15.8,0
橋頭區,房地(土地+建物)+車位,Y,3.71,其他,15,N,1.3,30.41,Y,1.86,19.2,0
橋頭區,房地(土地+建物)+車位,Y,11.87,其他,24,N,0.3,84.35,Y,7.78,17.2,0
小港區,房地(土地+建物),Y,3.72,其他,15,N,5.6,42.2,Y,0,15,0
大寮區,房地(土地+建物),Y,3.25,其他,19,N,25.4,33.12,Y,0,9.1,0
苓雅區,房地(土地+建物),Y,1.85,其他,20,N,27.3,24.02,Y,0,13.3,0
大寮區,房地(土地+建物)+車位,Y,3.28,其他,17,Y,22.4,36.34,Y,67.55,0,0
小港區,房地(土地+建物)+車位,Y,4.83,其他,11,Y,6,32.54,Y,3.82,18.4,0
小港區,房地(土地+建物)+車位,Y,5.84,其他,14,N,2.2,43.98,Y,0,13.2,0
三民區,房地(土地+建物)+車位,Y,7.48,其他,24,N,0.2,45.08,Y,8.75,25.9,0
橋頭區,房地(土地+建物)+車位,Y,11.89,其他,24,N,0.3,90.8,Y,14.24,16.5,0
楠梓區,房地(土地+建物)+車位,Y,3.13,其他,15,N,2.3,23.64,Y,9.43,13.2,0
橋頭區,房地(土地+建物)+車位,Y,3.71,其他,15,N,1.3,29.99,Y,0,19,0
鳳山區,房地(土地+建物)+車位,N,5.42,其他,13,N,25.9,39.71,Y,0,13.1,0
左營區,房地(土地+建物),Y,0.84,其他,16,N,26.2,8.79,Y,0,20.5,0
鼓山區,房地(土地+建物)+車位,Y,6.78,其他,12,N,16,39.74,Y,2.42,29.9,0
鼓山區,房地(土地+建物),Y,4.61,其他,20,N,14.9,40.16,Y,0,21.9,0
新興區,房地(土地+建物)+車位,Y,4.13,特定專用區,26,N,18.3,69.99,Y,6,23.6,140
三民區,房地(土地+建物)+車位,Y,8.52,其他,24,N,0.2,50.33,Y,8.75,26.2,0
左營區,房地(土地+建物)+車位,Y,9.97,其他,21,N,4.4,107.11,Y,21.94,20.1,0
三民區,房地(土地+建物)+車位,Y,9.06,其他,24,N,0.2,57.38,Y,8.75,24.5,0
前鎮區,房地(土地+建物)+車位,N,3.74,商業區,15,N,13.1,45.52,Y,8.95,17.6,0
楠梓區,房地(土地+建物)+車位,Y,6.78,其他,15,N,2.4,49.7,Y,7.45,16,0
鼓山區,房地(土地+建物)+車位,Y,3.62,其他,19,N,13.6,44.38,Y,6.33,23.7,0
三民區,房地(土地+建物)+車位,Y,7.13,其他,15,N,5.9,65.91,Y,7.03,20.5,0
楠梓區,房地(土地+建物),N,0.54,其他,13,N,13.1,4.52,Y,0,15.3,0
新興區,房地(土地+建物),Y,2.11,其他,25,N,27.8,38.84,Y,0,12.6,0
前鎮區,房地(土地+建物)+車位,Y,2.96,其他,15,N,2.6,32.14,Y,8.23,19.2,0
橋頭區,房地(土地+建物)+車位,Y,5.67,其他,15,N,1.3,44.18,Y,0,18.5,0
鳳山區,房地(土地+建物)+車位,N,14.21,其他,12,N,3.3,92.66,Y,20.17,18.7,155
橋頭區,房地(土地+建物)+車位,Y,14.44,其他,24,N,0.3,107.31,Y,14.24,19.7,0
左營區,房地(土地+建物)+車位,Y,3.44,其他,13,N,20.8,35.94,Y,8.05,13.9,0
三民區,房地(土地+建物)+車位,Y,1.83,其他,15,N,0.7,25.4,Y,3.65,25.2,90
小港區,房地(土地+建物),Y,3.02,其他,14,N,0.3,26.87,Y,0,16.4,0
左營區,房地(土地+建物),Y,2.43,其他,15,N,12.3,23.26,Y,0,16.9,0
三民區,房地(土地+建物)+車位,N,5.42,其他,15,N,4.9,48.35,Y,7.84,16.2,0
橋頭區,房地(土地+建物)+車位,Y,2.89,其他,24,N,1.6,29.15,Y,0,16.8,0
三民區,房地(土地+建物)+車位,Y,10.68,其他,24,N,0.2,64.55,Y,8.75,26,0
前金區,房地(土地+建物)+車位,Y,6.41,其他,12,N,5.4,51.59,Y,9.66,21.9,0
前金區,房地(土地+建物),Y,0.72,其他,12,N,24.9,9.21,Y,0,10.9,0
鼓山區,房地(土地+建物),Y,0.8,其他,12,N,23.8,12.22,Y,0,18.2,0
橋頭區,房地(土地+建物)+車位,Y,11.89,其他,24,N,0.3,90.8,Y,14.24,16.1,0
楠梓區,房地(土地+建物)+車位,Y,10.76,其他,29,N,5.3,138.02,Y,15.03,22.6,300
楠梓區,房地(土地+建物),N,2.2,其他,15,N,3.5,21.22,Y,0,16.7,0
前鎮區,房地(土地+建物),N,18.72,其他,12,N,25.9,42.2,Y,0,15.1,0
楠梓區,房地(土地+建物)+車位,Y,4.48,其他,14,N,0.7,34.86,Y,3.52,18.9,0
三民區,房地(土地+建物),Y,2.56,其他,19,N,27.1,34.08,Y,0,14.7,0
鼓山區,房地(土地+建物)+車位,Y,4.53,其他,13,N,14.3,49.85,Y,5.95,23.7,0
楠梓區,房地(土地+建物),N,2.59,其他,15,N,6.2,25.57,Y,0,17.8,0
楠梓區,房地(土地+建物),N,0.54,其他,13,N,13.1,4.52,Y,0,15.5,0
三民區,房地(土地+建物)+車位,Y,5.62,其他,15,N,0.3,48.07,Y,12.02,21,0
鳳山區,房地(土地+建物)+車位,Y,6.69,其他,15,N,2.6,71.89,Y,10.23,22.1,0
前鎮區,房地(土地+建物)+車位,Y,5.07,特定專用區,18,N,3.1,52.23,Y,4.94,20.4,188
前鎮區,房地(土地+建物)+車位,Y,3.14,其他,14,N,14.3,32.09,Y,7.31,22.9,0
小港區,房地(土地+建物)+車位,Y,8.1,其他,15,N,4.7,54.22,Y,4.89,17.8,0
楠梓區,房地(土地+建物)+車位,Y,7.43,其他,15,N,4.7,47.54,Y,0,12.6,0
三民區,房地(土地+建物)+車位,Y,4.4,其他,19,N,0.9,43.82,Y,11.18,24.6,198
前鎮區,房地(土地+建物)+車位,Y,5.15,特定專用區,18,N,3.1,52.81,Y,4.61,26.8,185
鳳山區,房地(土地+建物)+車位,N,2.5,其他,24,N,22.9,38.05,Y,0,13.1,0
鳳山區,房地(土地+建物),Y,1.95,其他,16,N,26.2,21.79,Y,0,15.1,0
左營區,房地(土地+建物)+車位,Y,4.03,其他,14,N,20.8,42.29,Y,4.56,11.8,0
鼓山區,房地(土地+建物)+車位,Y,4.52,其他,13,N,14.6,33.06,Y,6.11,20,0
左營區,房地(土地+建物)+車位,Y,4.18,其他,14,N,22.6,42.27,Y,5.71,15.8,0
岡山區,房地(土地+建物),Y,1.54,商業區,12,N,24,14.5,Y,0,13.9,0
三民區,房地(土地+建物)+車位,Y,9.06,其他,24,N,0.2,57.3,Y,8.75,26,0
鼓山區,房地(土地+建物)+車位,Y,2.11,其他,15,N,8.8,23.27,Y,1.84,25.8,0
三民區,房地(土地+建物)+車位,Y,9.06,其他,24,N,0.2,57.38,Y,8.75,24.5,0
三民區,房地(土地+建物)+車位,Y,1.61,其他,15,N,0.7,22.45,Y,3.65,26.1,130
苓雅區,房地(土地+建物),Y,1.06,其他,12,N,26.2,8.82,Y,0,17,0
左營區,房地(土地+建物)+車位,Y,4.8,其他,29,N,1.7,64.05,Y,9.03,32,160
三民區,房地(土地+建物),Y,2.24,其他,15,N,14.7,24.77,Y,0,16.9,0
岡山區,房地(土地+建物),Y,1.52,商業區,12,N,24,14.31,Y,0,14.2,0
橋頭區,房地(土地+建物)+車位,Y,8.49,其他,24,N,0.3,61.79,Y,7.12,14.6,0
三民區,房地(土地+建物)+車位,Y,3.34,其他,15,Y,0.3,28.25,Y,6.01,20.5,0
三民區,房地(土地+建物),Y,13.54,其他,14,N,20.8,71.68,Y,0,18.1,0
左營區,房地(土地+建物),Y,1.79,其他,15,N,4.3,24.71,Y,0,21.8,0
左營區,房地(土地+建物)+車位,Y,2.21,其他,15,N,6,28.1,Y,1.75,20.3,0
楠梓區,房地(土地+建物),Y,11.83,其他,13,N,25.5,73.76,Y,0,9.6,0
鼓山區,房地(土地+建物),Y,3.28,其他,15,N,11.8,23,Y,0,21.7,0
左營區,房地(土地+建物)+車位,Y,3.55,其他,29,N,1.6,65.29,Y,7.57,33.2,170
三民區,房地(土地+建物)+車位,Y,13.22,其他,24,N,0.2,97.5,Y,26.24,25,0
左營區,房地(土地+建物),Y,3.62,其他,24,N,0.9,48.71,Y,0,24.2,0
鳳山區,房地(土地+建物)+車位,Y,4.69,其他,15,N,3.9,27,Y,5.27,17.8,0
三民區,房地(土地+建物)+車位,Y,8.73,其他,24,N,0.2,49.41,Y,8.75,24.7,0
三民區,房地(土地+建物),Y,1.35,其他,15,N,0.7,18.8,Y,0,26.3,0
苓雅區,房地(土地+建物),Y,2.52,其他,14,Y,16.3,24.88,Y,0,24.2,0
左營區,房地(土地+建物)+車位,Y,4.18,其他,13,Y,24.9,36.78,Y,0,15,0
三民區,房地(土地+建物)+車位,Y,13.22,其他,24,N,0.2,88.76,Y,17.5,26.4,0
三民區,房地(土地+建物),Y,0.61,其他,16,N,24,8.41,Y,0,14.9,0
岡山區,房地(土地+建物)+車位,Y,4.93,其他,16,N,26.6,41.03,Y,0,11.7,0
仁武區,房地(土地+建物),Y,2.12,其他,15,N,0.6,21.03,Y,0,18.6,0
左營區,房地(土地+建物),Y,2.21,其他,12,N,26,26.73,Y,0,15.7,0
鼓山區,房地(土地+建物)+車位,Y,9.03,其他,17,N,9.8,100.7,Y,17.12,21.1,0
三民區,房地(土地+建物),Y,3.9,其他,12,N,14.3,22.79,Y,0,17.2,0
前鎮區,房地(土地+建物)+車位,Y,5.4,其他,15,N,0.8,44.98,Y,7.99,21.5,0
橋頭區,房地(土地+建物)+車位,Y,5.67,其他,15,Y,1.3,44.41,Y,0,18.4,0
鳳山區,房地(土地+建物)+車位,Y,13.37,其他,14,N,8.1,53.88,Y,0,14.5,0
左營區,房地(土地+建物)+車位,Y,3.64,其他,14,N,22.1,47.13,Y,2.28,13.8,0
楠梓區,房地(土地+建物)+車位,Y,4.48,其他,14,Y,0.7,34.95,Y,3.52,21.1,0
前鎮區,房地(土地+建物)+車位,N,5.79,其他,14,N,20.8,42.89,Y,0,15.2,0
鳳山區,房地(土地+建物)+車位,Y,5.68,其他,14,N,25.5,44.58,Y,0,7.9,0
左營區,房地(土地+建物),Y,2.44,其他,13,N,22.8,33.5,Y,0,17.3,0
楠梓區,房地(土地+建物)+車位,Y,5.25,其他,14,N,0.7,40.54,Y,8.78,19.1,0
前鎮區,房地(土地+建物)+車位,Y,6.81,其他,29,N,1.7,94.2,Y,0,29.7,0
苓雅區,房地(土地+建物)+車位,Y,6.63,其他,11,N,1.5,50.1,Y,11,22.1,140
三民區,房地(土地+建物)+車位,Y,8.52,其他,24,N,0.2,50.33,Y,8.75,25.8,0
左營區,房地(土地+建物)+車位,Y,3.3,其他,28,N,2.3,61.14,Y,10.06,27.8,0
岡山區,房地(土地+建物),Y,11.08,其他,11,N,14.2,56.08,Y,0,13.7,0
小港區,房地(土地+建物),Y,2.76,其他,18,N,25.6,40.85,Y,0,11.8,0
苓雅區,房地(土地+建物)+車位,Y,3.23,其他,13,N,22.6,36.18,Y,0,18.7,0
鳳山區,房地(土地+建物)+車位,Y,4.45,住宅區,14,N,0,30.94,Y,5.89,19.1,180
前鎮區,房地(土地+建物),N,9.17,其他,12,N,25.9,41.95,Y,0,14.4,0
左營區,房地(土地+建物)+車位,Y,5.16,其他,24,N,0.6,56.84,Y,0,17.8,0
苓雅區,房地(土地+建物)+車位,Y,13.78,其他,11,N,1.5,103.28,Y,11,28.7,150
鳳山區,房地(土地+建物)+車位,Y,8.33,其他,15,N,3.2,46.35,Y,0,20.1,0
三民區,房地(土地+建物)+車位,Y,7.51,其他,24,N,0.2,45.15,Y,8.75,25.9,0
三民區,房地(土地+建物)+車位,Y,7.43,其他,13,N,26.1,45.5,Y,0,14.6,0
苓雅區,房地(土地+建物)+車位,Y,3.93,其他,29,N,1,59.21,Y,7.87,35.4,135
前鎮區,房地(土地+建物),Y,2.22,其他,15,N,14.6,24.24,Y,0,17.5,0
鼓山區,房地(土地+建物),Y,7.34,其他,28,N,5.8,135.64,Y,0,29.2,0
苓雅區,房地(土地+建物)+車位,Y,6.76,其他,11,N,1.5,50.74,Y,22,23.9,300
三民區,房地(土地+建物)+車位,Y,1.83,其他,15,N,0.7,25.4,Y,3.65,23.9,90
楠梓區,房地(土地+建物)+車位,Y,2.34,其他,15,N,4.4,28.64,Y,2.4,16.6,0
仁武區,房地(土地+建物)+車位,Y,8.89,其他,15,N,3.5,46.82,Y,7.56,15.3,0
苓雅區,房地(土地+建物)+車位,Y,3.48,其他,29,N,2.5,60.13,Y,8.63,31.7,220
三民區,房地(土地+建物)+車位,N,3.03,其他,15,N,4.9,30.36,Y,7.84,21.4,0
三民區,房地(土地+建物),Y,1.35,其他,15,N,0.7,18.76,Y,0,27.8,0
鼓山區,房地(土地+建物)+車位,Y,13.48,其他,24,N,6.1,213.52,Y,10.88,12.8,0
苓雅區,房地(土地+建物)+車位,Y,1.99,其他,15,N,3.7,26.43,Y,0,27.9,0
新興區,房地(土地+建物)+車位,Y,2.28,其他,15,N,4.8,34.57,Y,9.24,23.7,0
苓雅區,房地(土地+建物)+車位,Y,6.63,其他,11,N,1.5,50.1,Y,11,22.7,140
新興區,房地(土地+建物),Y,0.71,其他,13,N,22.3,10.33,Y,0,16.5,0
鹽埕區,房地(土地+建物)+車位,Y,5.28,其他,15,N,13.5,55.37,Y,5.01,19.7,0
三民區,房地(土地+建物)+車位,Y,7.48,其他,24,N,0.2,45.08,Y,8.75,25.4,0
鳳山區,房地(土地+建物)+車位,Y,3.94,其他,14,N,0.1,35.44,Y,0,18,0
左營區,房地(土地+建物)+車位,Y,4.47,其他,15,N,9.1,42.11,Y,0,17.1,0
左營區,房地(土地+建物),Y,0.93,其他,21,N,24.8,14.29,Y,0,15.5,0
苓雅區,房地(土地+建物)+車位,Y,4.82,其他,15,N,0.7,35.87,Y,8.18,24,205
左營區,房地(土地+建物)+車位,Y,3.12,其他,22,N,21.7,47.75,Y,9.43,17,0
楠梓區,房地(土地+建物)+車位,Y,5.11,其他,15,N,4.9,35.78,Y,6.82,15.4,0
左營區,房地(土地+建物)+車位,Y,4.8,其他,29,N,1.7,64.05,Y,9.03,30,160
苓雅區,房地(土地+建物)+車位,Y,12.32,其他,11,N,1.5,92.41,Y,11,30.7,170
苓雅區,房地(土地+建物)+車位,Y,6.51,其他,11,N,1.5,50.15,Y,11,23.5,140
三民區,房地(土地+建物)+車位,Y,8.26,其他,24,N,0.2,47.03,Y,8.75,24.8,0
新興區,房地(土地+建物)+車位,Y,7.58,其他,11,N,16.5,66.44,Y,0,17.3,0
三民區,房地(土地+建物)+車位,Y,10.71,其他,24,N,0.2,64.41,Y,8.75,26.7,0
鼓山區,房地(土地+建物)+車位,Y,6.29,商業區,29,Y,1.8,109.61,Y,11.15,28.3,460
苓雅區,房地(土地+建物)+車位,Y,7.57,住宅區,15,N,0.5,53.05,Y,5.34,22.5,175
仁武區,房地(土地+建物),N,5.88,其他,11,N,22.6,34.03,Y,0,11.5,0
新興區,房地(土地+建物)+車位,Y,7.58,其他,11,N,16.5,66.44,Y,0,17.3,0
左營區,房地(土地+建物),Y,3.16,其他,12,N,25.7,34.44,Y,0,14.8,0
鼓山區,房地(土地+建物)+車位,Y,5.75,商業區,29,N,1.8,100.34,Y,11.15,27.1,380
新興區,房地(土地+建物)+車位,Y,7.58,其他,11,N,16.5,66.44,Y,0,17.3,0
前鎮區,房地(土地+建物)+車位,Y,12.06,其他,27,N,0.3,104.45,Y,13.85,43.4,460
三民區,房地(土地+建物)+車位,Y,8.52,其他,24,Y,0.2,50.33,Y,8.75,26.3,0
新興區,房地(土地+建物)+車位,Y,7.58,其他,11,N,16.5,66.44,Y,0,17.3,0
鳳山區,房地(土地+建物)+車位,Y,3.95,其他,15,N,7.8,45.05,Y,0,17.5,0
三民區,房地(土地+建物)+車位,Y,8.26,其他,24,N,0.2,47.01,Y,8.75,23.8,0
鼓山區,房地(土地+建物)+車位,Y,2.41,其他,14,N,15.6,24.58,Y,1.72,19.5,0
新興區,房地(土地+建物)+車位,Y,6.25,其他,11,N,16.5,56.16,Y,0,17.3,0
三民區,房地(土地+建物)+車位,Y,4.24,其他,15,N,14.6,37.55,Y,1.86,18,95
橋頭區,房地(土地+建物)+車位,Y,14.44,其他,24,N,0.3,107.31,Y,14.24,19.5,0
鳳山區,房地(土地+建物)+車位,N,4.5,其他,14,N,21.2,40.34,Y,6.38,15.5,0
三民區,房地(土地+建物)+車位,Y,13.22,其他,24,N,0.2,88.76,Y,17.5,26.2,0
鼓山區,房地(土地+建物),Y,5.63,其他,13,N,26,37.19,Y,0,15.5,0
新興區,房地(土地+建物)+車位,Y,6.25,其他,11,N,16.5,56.16,Y,0,17.1,0
三民區,房地(土地+建物)+車位,Y,8.73,其他,24,N,0.2,49.4,Y,8.75,24.5,0
鼓山區,房地(土地+建物),Y,3.51,其他,15,N,14.7,25.66,Y,0,22.2,0
楠梓區,房地(土地+建物)+車位,N,4.1,其他,15,N,3.5,40.77,Y,11.37,14.7,0
新興區,房地(土地+建物),Y,6.25,其他,11,N,16.5,48.14,Y,0,16.4,0
楠梓區,房地(土地+建物),N,0.48,其他,13,N,13.1,4.06,Y,0,17.2,0
三民區,房地(土地+建物)+車位,Y,8.26,其他,24,N,0.2,47.01,Y,8.75,23.9,0
岡山區,房地(土地+建物)+車位,Y,10.96,其他,13,N,14.3,61.52,Y,0,11.7,0
左營區,房地(土地+建物),Y,2.1,其他,24,N,0.6,23.17,Y,0,25.7,0
三民區,房地(土地+建物)+車位,Y,8.26,其他,24,N,0.2,47.01,Y,8.75,25,0
鼓山區,房地(土地+建物)+車位,Y,9.5,其他使用區,29,N,3.1,108.2,Y,16.34,29,340
鼓山區,房地(土地+建物),Y,2.79,其他,15,N,14.6,27.17,Y,0,22.1,0
三民區,房地(土地+建物)+車位,Y,13.22,其他,24,N,0.2,97.5,Y,26.24,24.7,0
左營區,房地(土地+建物),Y,3.55,其他,23,N,20.7,40.95,Y,0,13.9,0
三民區,房地(土地+建物)+車位,Y,10.68,其他,24,N,0.2,64.55,Y,8.75,26.2,0
鳳山區,房地(土地+建物),Y,4.42,其他,15,N,8.2,24.48,Y,0,16.7,0
橋頭區,房地(土地+建物)+車位,Y,11.89,其他,24,N,0.3,90.8,Y,14.24,15.7,0
三民區,房地(土地+建物)+車位,Y,9.06,其他,24,N,0.2,57.38,Y,8.75,25.2,0
楠梓區,房地(土地+建物)+車位,Y,4.27,其他,23,N,2.2,50.51,Y,9.61,14.8,0
楠梓區,房地(土地+建物),Y,2.71,其他,15,N,3.9,27.42,Y,0,13.9,0
三民區,房地(土地+建物)+車位,Y,10.71,其他,24,N,0.2,64.57,Y,8.75,26.1,0
鼓山區,房地(土地+建物)+車位,Y,5.75,其他,14,N,16.8,46.36,Y,0,20.5,0
三民區,房地(土地+建物)+車位,Y,6.31,其他,15,N,5.9,59.95,Y,7.03,17.8,0
三民區,房地(土地+建物)+車位,Y,10.68,其他,24,N,0.2,64.55,Y,8.75,26.3,0
左營區,房地(土地+建物),Y,1.95,其他,15,N,6,28.42,Y,0,21.1,0
鳳山區,房地(土地+建物)+車位,Y,4.1,其他,13,N,1.7,28.61,Y,10.28,15.5,0
三民區,房地(土地+建物),Y,2.61,其他,21,N,25.2,33.69,Y,0,14.1,0
三民區,房地(土地+建物),Y,2.09,其他,11,N,27.2,20.98,Y,0,11.9,0
左營區,房地(土地+建物)+車位,Y,3.1,其他,25,N,6.6,63.8,Y,3.19,23.3,108
鼓山區,房地(土地+建物)+車位,Y,9.5,其他,29,N,3.1,109.51,Y,16.34,38.5,340
三民區,房地(土地+建物)+車位,Y,10.68,住宅區,24,N,0.2,64.55,Y,8.75,26.1,0
鼓山區,房地(土地+建物)+車位,Y,5.38,商業區,29,N,1.8,93.85,Y,11.15,27.7,360
仁武區,房地(土地+建物)+車位,Y,4.2,其他,15,N,0.3,35.59,Y,7.8,15.5,0
鼓山區,房地(土地+建物)+車位,Y,5.15,其他,23,N,0.3,54.48,Y,7.6,25.6,190
三民區,房地(土地+建物)+車位,Y,10.68,其他,24,N,0.2,64.55,Y,8.75,25.7,0
橋頭區,房地(土地+建物)+車位,Y,5.9,其他,24,N,1.6,59.14,Y,7.92,15.3,82
仁武區,房地(土地+建物)+車位,Y,5.67,其他,15,N,0.2,35.37,Y,5.1,15.1,130
鳳山區,房地(土地+建物)+車位,Y,6.75,其他,14,Y,21.8,62.55,Y,7.64,9.9,0
岡山區,房地(土地+建物)+車位,Y,9.84,其他,13,N,14.3,55.02,Y,0,13.6,0
小港區,房地(土地+建物)+車位,Y,1.98,其他,18,N,5.7,29.66,Y,0,16.2,0
苓雅區,房地(土地+建物)+車位,Y,3.01,其他,22,N,25.8,51,Y,0,18.9,0
左營區,房地(土地+建物),Y,0.93,其他,21,N,24.8,14.29,Y,0,17,0
鹽埕區,房地(土地+建物)+車位,Y,1.98,商業區,15,N,0.2,28.94,Y,1.68,22,80
左營區,房地(土地+建物)+車位,Y,3.91,其他,12,N,26.7,40.01,Y,0,17.9,0
左營區,房地(土地+建物)+車位,Y,4.88,其他,20,N,0.5,42.21,Y,12.05,34.3,180
三民區,房地(土地+建物),N,4.29,其他,12,N,21.8,43.24,Y,0,13.4,0
三民區,房地(土地+建物)+車位,Y,13.22,其他,24,N,0.2,88.76,Y,17.5,26.3,0
前鎮區,房地(土地+建物)+車位,Y,3.34,其他,26,N,21.7,41.59,Y,4.09,14.9,0
左營區,房地(土地+建物),Y,2.82,其他,16,N,25.3,34.92,Y,0,15.8,0
苓雅區,房地(土地+建物)+車位,Y,8.88,其他,15,N,1.9,83.26,Y,8.51,22.9,0
