鄉鎮市區,交易標的,臨路,土地移轉坪數,都市土地使用分區,總樓層,頂樓註記,屋齡,建物移轉坪數,管理組織,車位總面積,單價,車位總價
橋頭區,房地(土地+建物)+車位,Y,5.23,住宅區,15,N,0.8,43.68,Y,0,17.8,0
小港區,房地(土地+建物)+車位,Y,6.32,住宅區,15,N,4.2,42.48,Y,0,18.1,0
苓雅區,房地(土地+建物)+車位,Y,7.48,住宅區,15,N,0,54.34,Y,5.02,23.4,180
左營區,房地(土地+建物)+車位,N,4.89,住宅區,13,N,22.1,38.62,Y,1.46,18.9,0
前鎮區,房地(土地+建物)+車位,Y,3.87,住宅區,15,N,0.3,35.33,Y,7.99,21.7,0
左營區,房地(土地+建物),N,7.95,住宅區,16,N,21.1,52.32,Y,0,12.2,0
左營區,房地(土地+建物),Y,2.34,商業區,14,Y,14.9,25.18,Y,0,17.9,0
鼓山區,房地(土地+建物),Y,2.24,商業區,15,N,14.8,24.43,Y,0,22.7,0
苓雅區,房地(土地+建物)+車位,Y,6.92,住宅區,11,N,1,53.62,Y,11,21.9,140
小港區,房地(土地+建物),Y,6.63,住宅區,19,N,25.6,64.49,Y,0,9.3,0
三民區,房地(土地+建物),Y,3.07,住宅區,20,N,23.6,32.51,N,0,16.1,0
橋頭區,房地(土地+建物)+車位,Y,3.32,商業區,24,N,1.1,33.39,Y,0,15.2,0
岡山區,房地(土地+建物)+車位,Y,2.51,住宅區,24,N,24.2,44.08,Y,0,8.2,0
鼓山區,房地(土地+建物)+車位,Y,4.69,商業區,19,N,11.2,57.05,Y,0,19.4,0
仁武區,房地(土地+建物)+車位,Y,9.86,住宅區,23,N,2.1,61.62,Y,10.74,18.6,150
左營區,房地(土地+建物)+車位,N,3.35,住宅區,15,N,24.3,37.17,Y,0,17.9,0
楠梓區,房地(土地+建物)+車位,Y,3.78,住宅區,14,N,0.2,29.02,Y,3.52,17,0
楠梓區,房地(土地+建物)+車位,Y,5.76,商業區,15,Y,6.3,57.07,Y,6.47,16.6,0
鼓山區,房地(土地+建物)+車位,Y,15.65,住宅區,19,N,4,138.61,Y,18.39,39,280
楠梓區,房地(土地+建物)+車位,N,9.11,住宅區,13,N,0.5,57.49,Y,7.64,20.4,148
鼓山區,房地(土地+建物)+車位,Y,15.65,住宅區,19,Y,4,138.61,Y,18.17,39.1,320
苓雅區,房地(土地+建物),Y,1.76,商業區,15,N,0.9,22.8,Y,0,21.4,0
楠梓區,房地(土地+建物),Y,2.54,住宅區,20,N,5.6,24.04,Y,0,19.1,0
左營區,房地(土地+建物)+車位,Y,3.9,住宅區,15,N,12.8,37.68,Y,0,15.3,0
前金區,房地(土地+建物),Y,1.97,商業區,15,N,14.3,24.57,Y,0,18.7,0
三民區,房地(土地+建物)+車位,Y,5.01,住宅區,15,N,0.6,52.98,Y,13.15,18.8,0
鳳山區,房地(土地+建物)+車位,Y,4.96,商業區,15,N,6.6,53.67,Y,0,14.4,0
仁武區,房地(土地+建物),N,3.46,住宅區,11,N,27.2,22.87,Y,0,11.8,0
左營區,房地(土地+建物),Y,3.6,住宅區,14,N,22.1,36.81,N,0,14.9,0
三民區,房地(土地+建物),Y,6.63,住宅區,13,N,25.6,48.55,Y,0,12.1,0
鼓山區,房地(土地+建物),Y,3.08,住宅區,14,N,14.3,26.61,Y,0,19.8,0
苓雅區,房地(土地+建物),N,4.63,住宅區,14,N,24.5,34.49,Y,0,14.4,0
三民區,房地(土地+建物),Y,2.99,住宅區,17,N,23.5,33.31,N,0,12.6,0
苓雅區,房地(土地+建物)+車位,N,4.22,住宅區,14,N,20.8,48.54,Y,0,15.9,0
苓雅區,房地(土地+建物),Y,1.45,商業區,15,N,0.9,18.76,Y,0,21.9,0
鳳山區,房地(土地+建物)+車位,Y,7.08,住宅區,19,N,7.8,56.87,Y,0,14.9,0
鼓山區,房地(土地+建物),N,6.14,住宅區,12,N,37.4,23.43,Y,0,14.5,0
鼓山區,房地(土地+建物)+車位,Y,6.23,住宅區,14,N,15.1,43.71,Y,0,17.4,0
前鎮區,房地(土地+建物),Y,3.82,商業區,15,N,31.4,40.16,Y,0,16.4,0
鼓山區,房地(土地+建物)+車位,Y,6.37,商業區,15,N,13.4,63.73,Y,5.08,21.2,0
楠梓區,房地(土地+建物),Y,4.74,住宅區,15,N,5.5,28.11,Y,0,14,0
左營區,房地(土地+建物)+車位,Y,3.75,住宅區,22,N,22.8,49.51,Y,3.47,15.1,0
楠梓區,房地(土地+建物)+車位,Y,4.16,商業區,22,N,2,48.43,Y,9.41,15.7,0
楠梓區,房地(土地+建物),Y,2.93,商業區,17,N,25.3,25.64,Y,0,11.1,0
三民區,房地(土地+建物)+車位,N,3.95,住宅區,14,N,12.3,42.01,Y,4.4,13.1,0
楠梓區,房地(土地+建物),N,5.12,住宅區,16,Y,28.7,47.44,Y,0,10,0
左營區,房地(土地+建物)+車位,Y,13.79,住宅區,25,N,4.5,116.52,Y,14.89,20,370
鼓山區,房地(土地+建物),Y,2.93,住宅區,14,N,14.3,24.72,Y,0,21.6,0
楠梓區,房地(土地+建物),Y,3.57,住宅區,15,N,5,32.04,Y,0,15.9,0
左營區,房地(土地+建物)+車位,Y,5.19,住宅區,15,Y,11.8,48.1,Y,0,16.4,0
鼓山區,房地(土地+建物)+車位,Y,6.86,住宅區,29,N,1.1,86.13,Y,12.59,30.9,320
仁武區,房地(土地+建物),N,4.41,住宅區,11,N,27.2,30.39,N,0,10.4,0
鳳山區,房地(土地+建物)+車位,Y,4.29,住宅區,12,N,27.2,42.36,Y,0,12.3,0
鼓山區,房地(土地+建物)+車位,Y,5.31,商業區,14,N,15.9,45.9,Y,5.94,19.1,0
左營區,房地(土地+建物)+車位,Y,3.67,商業區,24,N,0.4,58.43,Y,8.76,22.4,0
鼓山區,房地(土地+建物),Y,5.44,住宅區,14,N,13.4,35.67,Y,0,19.8,0
苓雅區,房地(土地+建物)+車位,Y,5.85,商業區,15,N,12.9,62.84,Y,5,19.7,0
鳳山區,房地(土地+建物)+車位,Y,7.54,住宅區,15,N,3.1,48.7,Y,0,18.5,0
三民區,房地(土地+建物)+車位,Y,5.01,住宅區,15,N,0.6,52.98,Y,13.15,18.9,0
三民區,房地(土地+建物),Y,2.63,住宅區,26,N,24.1,47.38,N,0,14.2,0
鳳山區,房地(土地+建物)+車位,N,7.08,住宅區,15,N,6.5,48.14,N,0,16.6,0
三民區,房地(土地+建物),Y,2.91,商業區,23,N,25.1,39.64,Y,0,12.1,0
楠梓區,房地(土地+建物),Y,3.36,住宅區,14,N,0.2,25.51,Y,0,16.1,0
岡山區,房地(土地+建物),Y,5.18,住宅區,12,N,25.6,30.86,Y,0,12.3,0
三民區,房地(土地+建物),Y,5.42,住宅區,13,N,24.7,40.67,Y,0,12.8,0
鼓山區,房地(土地+建物),Y,3.57,商業區,15,Y,13.4,33.62,Y,0,20.7,0
鼓山區,房地(土地+建物)+車位,Y,3.17,商業區,15,N,6.6,43.78,Y,0,26.5,0
左營區,房地(土地+建物)+車位,Y,7.77,商業區,14,N,30.6,55.31,Y,0,15.4,0
三民區,房地(土地+建物),Y,1.72,商業區,15,N,0.2,23.91,Y,0,24.2,0
鼓山區,房地(土地+建物),Y,2.9,住宅區,14,N,15.2,24.42,Y,0,21.7,0
楠梓區,房地(土地+建物)+車位,Y,5.67,住宅區,14,N,0.2,43.6,Y,8.78,16.6,0
鳳山區,房地(土地+建物)+車位,Y,4.18,商業區,15,N,6.6,45.15,Y,7.74,15.8,0
三民區,房地(土地+建物)+車位,N,3.03,住宅區,15,Y,4.4,30.36,Y,7.84,20.9,0
鼓山區,房地(土地+建物)+車位,Y,3.65,商業區,15,N,4.4,52.5,Y,6.57,24.8,160
鼓山區,房地(土地+建物)+車位,Y,5.26,住宅區,15,N,14.7,40.86,Y,6.71,21,0
楠梓區,房地(土地+建物),Y,2.34,商業區,23,N,1.7,30.69,Y,0,15.3,0
楠梓區,房地(土地+建物)+車位,N,5.18,住宅區,17,N,7.4,46.93,Y,7.76,13.8,0
左營區,房地(土地+建物)+車位,Y,4.15,商業區,28,N,1.8,76.93,Y,10.06,24.7,0
苓雅區,房地(土地+建物),Y,5.5,住宅區,12,Y,26.9,39.98,Y,0,18.1,0
苓雅區,房地(土地+建物)+車位,Y,4.46,商業區,15,N,10.3,66.4,Y,0,20.8,0
新興區,房地(土地+建物),Y,3.55,商業區,14,N,6.7,27.34,Y,0,23.8,0
楠梓區,房地(土地+建物),N,3.43,商業區,14,N,16.3,34.27,Y,0,13,0
左營區,房地(土地+建物)+車位,N,5.76,住宅區,14,N,4.8,47.58,Y,0,23.1,0
左營區,房地(土地+建物)+車位,Y,3.19,住宅區,23,N,20.3,47.99,Y,0,15.2,0
三民區,房地(土地+建物)+車位,Y,4.82,住宅區,24,N,12.6,70.37,Y,13.88,22.2,0
三民區,房地(土地+建物)+車位,Y,5.8,住宅區,15,N,3.9,46.29,Y,0,17.5,0
左營區,房地(土地+建物),Y,2.87,商業區,15,Y,12.7,29.19,Y,0,20.2,0
岡山區,房地(土地+建物),N,8.94,住宅區,13,N,23.7,26.2,N,0,23.9,0
楠梓區,房地(土地+建物)+車位,Y,4.19,商業區,15,N,2.3,45.22,Y,7.43,12.7,0
左營區,房地(土地+建物)+車位,Y,5.96,住宅區,14,Y,1.3,48.17,Y,5.56,21.2,0
左營區,房地(土地+建物)+車位,Y,4.62,住宅區,15,N,14.3,33.82,Y,4.07,18,0
苓雅區,房地(土地+建物)+車位,Y,6.7,住宅區,22,N,0.3,66.38,Y,6.01,23.6,170
鼓山區,房地(土地+建物)+車位,Y,3.77,商業區,14,N,13.9,38.91,Y,0,21.1,0
左營區,房地(土地+建物)+車位,Y,7.26,住宅區,15,N,5.5,44.5,Y,0,23.6,0
大寮區,房地(土地+建物)+車位,Y,5.24,住宅區,19,Y,24.9,62.23,Y,0,8,0
鳳山區,房地(土地+建物)+車位,Y,8.49,住宅區,17,N,1.8,68.89,Y,0,18.9,0
鳥松區,房地(土地+建物),N,21.89,住宅區,14,Y,33.7,46.06,Y,0,29.3,0
楠梓區,房地(土地+建物)+車位,Y,3.57,住宅區,14,N,2.7,25.44,Y,4.75,38.7,0
左營區,房地(土地+建物)+車位,Y,2.77,商業區,16,N,23.7,35.14,Y,0,17.5,0
苓雅區,房地(土地+建物)+車位,Y,2.37,商業區,29,N,0.5,37.04,Y,7.87,36.4,135
鹽埕區,房地(土地+建物)+車位,Y,3.68,商業區,15,N,1.4,44.07,Y,0,20.6,0
前鎮區,房地(土地+建物),Y,5.38,住宅區,15,N,21.8,31.83,Y,0,14.1,0
三民區,房地(土地+建物)+車位,Y,1.97,商業區,15,N,0.2,27.67,Y,3.65,24.2,90
鼓山區,房地(土地+建物),Y,3.52,商業區,15,N,4.5,38.18,Y,0,23,0
左營區,房地(土地+建物)+車位,Y,6.11,住宅區,15,N,5.7,62.77,Y,0,16.1,0
岡山區,房地(土地+建物),Y,1.49,住宅區,24,N,24.2,22.18,Y,0,10.9,0
三民區,房地(土地+建物)+車位,Y,5.64,住宅區,15,N,10.8,47.89,Y,5.87,19.4,0
橋頭區,房地(土地+建物)+車位,Y,5.23,住宅區,15,N,0.8,42.94,Y,0,17,0
左營區,房地(土地+建物),Y,2.63,商業區,14,N,21.2,35.14,Y,0,17.6,0
左營區,房地(土地+建物)+車位,Y,13.92,住宅區,25,N,4.5,117.52,Y,15.95,19.6,380
苓雅區,房地(土地+建物),Y,1.72,商業區,15,N,12.7,20.29,Y,0,21.9,0
橋頭區,房地(土地+建物)+車位,Y,5.67,住宅區,15,N,0.8,44.18,Y,0,18.4,0
三民區,房地(土地+建物),Y,5.72,商業區,12,N,29.5,65.31,Y,0,11.6,0
苓雅區,房地(土地+建物),Y,1.63,商業區,14,N,20.1,18.59,Y,0,18.8,0
左營區,房地(土地+建物)+車位,Y,11.22,住宅區,29,N,1.7,134.39,Y,12.11,29.4,380
橋頭區,房地(土地+建物)+車位,Y,4.96,商業區,24,Y,1.1,50.51,Y,7.92,17.2,82
橋頭區,房地(土地+建物)+車位,Y,5.01,住宅區,15,N,0.8,40.37,Y,0,16.8,0
左營區,房地(土地+建物)+車位,Y,11.07,住宅區,16,N,28.1,90.93,Y,0,12.1,0
左營區,房地(土地+建物)+車位,Y,3.68,住宅區,20,N,23.3,44.79,Y,0,12.9,0
楠梓區,房地(土地+建物),Y,2.44,住宅區,15,N,8.3,23.63,Y,0,17.4,0
鼓山區,房地(土地+建物)+車位,Y,3.11,商業區,17,N,24.2,37.28,N,0,17.1,0
鼓山區,房地(土地+建物),Y,10.4,住宅區,28,N,3.9,127.46,Y,0,31.1,0
左營區,房地(土地+建物)+車位,Y,5.05,住宅區,28,N,20.1,65.69,Y,10.03,24.4,0
左營區,房地(土地+建物)+車位,Y,6.04,住宅區,15,N,1.3,45.3,Y,8.26,26.4,0
鼓山區,房地(土地+建物)+車位,Y,5.8,住宅區,11,N,13.7,44.62,Y,7,18.8,0
前鎮區,房地(土地+建物)+車位,Y,7.8,住宅區,15,N,0.3,59.31,Y,7.99,22.2,0
鳳山區,房地(土地+建物)+車位,Y,8.8,住宅區,13,N,15.3,57.89,Y,6.43,17.9,130
前鎮區,房地(土地+建物),Y,2.36,商業區,15,N,29.7,30.35,Y,0,9.6,0
前鎮區,房地(土地+建物)+車位,Y,6.05,住宅區,15,N,0.3,49.73,Y,7.99,22.1,0
三民區,房地(土地+建物)+車位,Y,4.58,住宅區,14,N,22.5,44.52,Y,5.92,15.4,0
三民區,房地(土地+建物)+車位,N,7.78,住宅區,12,N,13.7,59.81,Y,0,18.6,0
前鎮區,房地(土地+建物)+車位,Y,5.13,商業區,28,N,0.7,79.13,Y,11.79,29.4,180
前金區,房地(土地+建物),Y,2.3,住宅區,20,N,24.1,24.22,Y,0,16.5,0
左營區,房地(土地+建物)+車位,Y,11.44,住宅區,28,N,5.5,134.8,Y,14,25.7,440
鼓山區,房地(土地+建物)+車位,Y,2.72,商業區,15,N,13.4,27.75,Y,1.53,19.8,0
鼓山區,房地(土地+建物),N,3.96,商業區,12,N,30.7,39.89,Y,0,12.3,0
鼓山區,房地(土地+建物),Y,2.24,商業區,14,N,20.3,20.98,Y,0,21,0
鼓山區,房地(土地+建物),Y,1.84,商業區,15,N,10.8,19.54,Y,0,18.2,0
左營區,房地(土地+建物)+車位,Y,4.1,商業區,24,N,0.4,66.55,Y,8.76,23.2,0
鼓山區,房地(土地+建物)+車位,Y,3.39,商業區,14,N,15.1,34.34,Y,0,19.1,0
三民區,房地(土地+建物),N,0.91,商業區,25,N,21.3,12,Y,0,15,0
楠梓區,房地(土地+建物),N,6.53,住宅區,12,N,25,42.39,Y,0,10.7,0
三民區,房地(土地+建物)+車位,Y,3.87,其他,16,N,25.5,42.98,Y,0,13.6,0
鼓山區,房地(土地+建物)+車位,Y,11.64,住宅區,29,N,1.1,142.23,Y,25.18,36.2,0
左營區,房地(土地+建物),Y,2.77,商業區,15,N,13.8,32.58,Y,0,19.5,0
三民區,房地(土地+建物)+車位,Y,1.94,商業區,15,N,6.3,25.76,Y,0,21.2,0
苓雅區,房地(土地+建物),Y,1.68,商業區,24,N,22.9,16.89,Y,0,15.1,0
楠梓區,房地(土地+建物),Y,2.59,商業區,14,N,9.1,22.3,Y,0,15.3,0
鼓山區,房地(土地+建物)+車位,Y,5.9,住宅區,14,N,16.3,46.46,Y,7.21,20.2,0
苓雅區,房地(土地+建物),Y,3.24,商業區,14,N,15.8,29.2,Y,0,19.9,0
鼓山區,房地(土地+建物)+車位,Y,6.42,住宅區,28,N,2.9,80.81,Y,8.23,30.3,178
苓雅區,房地(土地+建物),Y,1.54,商業區,15,N,0.9,19.8,Y,0,21.6,0
鳳山區,房地(土地+建物)+車位,Y,10.02,住宅區,15,N,5.9,57.87,Y,6.13,17.5,0
鳳山區,房地(土地+建物),Y,3.36,住宅區,19,N,24.3,33.23,Y,0,13.5,0
左營區,房地(土地+建物),Y,3.19,商業區,20,N,26.1,43.37,Y,0,15.9,0
楠梓區,房地(土地+建物)+車位,Y,2.7,商業區,22,N,2,31.61,Y,5.55,16,0
小港區,房地(土地+建物)+車位,Y,4.55,商業區,15,N,1.1,57.75,Y,0,16.7,0
前鎮區,房地(土地+建物),N,8.24,住宅區,14,N,17.6,48.38,Y,0,14.5,0
苓雅區,房地(土地+建物)+車位,Y,8.85,住宅區,24,N,10.2,81.81,Y,6.69,31,0
鼓山區,房地(土地+建物)+車位,Y,10.27,住宅區,15,N,13.7,76.93,Y,9.73,21,0
苓雅區,房地(土地+建物)+車位,Y,3.64,商業區,33,N,5.3,83.74,Y,5.97,19.5,0
前鎮區,房地(土地+建物)+車位,Y,5.06,商業區,15,N,13.6,56.77,Y,0,17.6,0
鼓山區,房地(土地+建物)+車位,Y,5.48,住宅區,29,N,1.1,69.53,Y,11.09,35.7,300
新興區,房地(土地+建物)+車位,Y,7.99,商業區,14,N,24.5,77.03,Y,0,13.2,0
鳳山區,房地(土地+建物),N,3.97,住宅區,14,N,18.9,35.62,Y,0,16.7,0
橋頭區,房地(土地+建物)+車位,Y,5.67,住宅區,15,N,0.8,44.18,Y,0,18.6,0
鼓山區,房地(土地+建物)+車位,Y,6.71,住宅區,29,N,1.1,83.27,Y,12.59,31.2,320
左營區,房地(土地+建物)+車位,Y,2.15,商業區,15,N,5.5,25.84,Y,0,23.2,0
三民區,房地(土地+建物)+車位,Y,6.45,住宅區,15,N,5.4,60.66,Y,7.03,19.5,0
三民區,房地(土地+建物),Y,1.35,商業區,15,N,0.2,18.8,Y,0,25.6,0
前鎮區,房地(土地+建物)+車位,Y,4.57,商業區,28,N,0.7,71.32,Y,11.51,28.1,155
楠梓區,房地(土地+建物)+車位,Y,6.69,商業區,15,Y,5.2,48.58,Y,5.41,15,0
鼓山區,房地(土地+建物)+車位,Y,2.82,商業區,15,N,6.7,32.97,Y,7.66,22.4,0
楠梓區,房地(土地+建物),N,7.41,住宅區,11,N,25.4,36.84,Y,0,15.4,0
前鎮區,房地(土地+建物)+車位,Y,6.31,商業區,28,N,0.7,90.92,Y,23.57,29.6,340
前鎮區,房地(土地+建物)+車位,Y,5.09,商業區,14,N,13.8,52.7,Y,7.31,23.1,0
鼓山區,房地(土地+建物)+車位,Y,6.79,商業區,24,N,6.7,103.49,Y,14.02,23.7,0
三民區,房地(土地+建物)+車位,Y,12.37,住宅區,28,N,6.1,138.29,Y,0,19.7,0
鼓山區,房地(土地+建物)+車位,Y,7.56,住宅區,28,N,7.8,82.36,Y,9.32,24.5,0
左營區,房地(土地+建物),Y,2.05,商業區,21,N,24.3,31.86,Y,0,16.3,0
左營區,房地(土地+建物)+車位,Y,4.32,住宅區,29,N,1.2,57.91,Y,8.21,34.7,170
鼓山區,房地(土地+建物)+車位,Y,2.32,商業區,15,N,15.3,24.95,Y,1.65,22.1,0
鳳山區,房地(土地+建物)+車位,Y,5.76,住宅區,14,N,22.6,51.16,Y,0,15.4,0
左營區,房地(土地+建物),Y,2.32,商業區,14,N,17.3,23.73,Y,0,18.4,0
左營區,房地(土地+建物),Y,1.9,住宅區,13,N,0,21.36,Y,0,34,0
苓雅區,房地(土地+建物),Y,3.01,住宅區,15,N,0.2,27.65,Y,0,22.6,0
左營區,房地(土地+建物),Y,1.9,住宅區,13,Y,0,21.36,Y,0,37.2,0
鼓山區,房地(土地+建物)+車位,Y,7.15,住宅區,12,N,15.8,47.32,Y,8.33,19,0
鳳山區,房地(土地+建物)+車位,Y,5.02,住宅區,14,Y,23.6,43.01,Y,0,13.3,0
左營區,房地(土地+建物)+車位,Y,4.98,住宅區,15,N,12.5,42.2,Y,0,14.9,0
鼓山區,房地(土地+建物),Y,3.81,住宅區,15,N,14.2,30.23,Y,0,21.4,0
左營區,房地(土地+建物)+車位,Y,1.55,住宅區,14,N,21.7,23.57,Y,3.03,16.8,0
鳳山區,房地(土地+建物)+車位,Y,6.59,住宅區,15,Y,7.7,50.07,Y,0,18.9,0
左營區,房地(土地+建物)+車位,Y,4.78,住宅區,13,N,24.4,44.01,Y,0,13.4,0
小港區,房地(土地+建物)+車位,Y,3.83,商業區,15,N,1.2,48.51,N,12.39,14.6,0
三民區,房地(土地+建物)+車位,Y,2.44,住宅區,23,N,24.5,41.84,Y,0,16.5,0
鼓山區,房地(土地+建物)+車位,Y,4.4,商業區,28,N,5.3,78.26,Y,5.55,27,0
左營區,房地(土地+建物)+車位,Y,3.55,商業區,29,N,1.1,63.63,Y,7.57,33.5,170
大寮區,房地(土地+建物),Y,3.98,商業區,14,N,18.1,41.66,Y,0,8.4,0
前金區,房地(土地+建物)+車位,Y,11.41,住宅區,15,N,0.6,85.2,Y,10.26,21.4,215
鼓山區,房地(土地+建物),Y,5.19,住宅區,16,N,25,39.81,Y,0,16.5,0
橋頭區,房地(土地+建物)+車位,Y,5.67,住宅區,15,N,0.8,44.85,Y,0,18.8,0
鼓山區,房地(土地+建物)+車位,Y,5.77,住宅區,29,N,1.1,74.81,Y,11.09,30.5,300
苓雅區,房地(土地+建物)+車位,Y,5.94,住宅區,22,N,0.3,60.07,Y,6.01,23.7,170
鳳山區,房地(土地+建物)+車位,Y,13.37,住宅區,14,N,7.6,53.88,Y,0,13.8,0
鳳山區,房地(土地+建物)+車位,Y,5.66,住宅區,15,N,10,42.5,Y,3.72,18.3,0
橋頭區,房地(土地+建物)+車位,Y,5.23,住宅區,15,N,0.8,43.68,Y,0,18,0
鼓山區,房地(土地+建物)+車位,Y,5.66,住宅區,29,N,1.1,71.03,Y,12.59,31.7,320
苓雅區,房地(土地+建物)+車位,Y,1.57,商業區,29,N,1.3,41.78,Y,14.14,21,170
林園區,房地(土地+建物),Y,2.53,住宅區,12,N,27.2,25.2,N,0,7.9,0
左營區,房地(土地+建物),Y,2.18,住宅區,20,N,23.8,28.65,Y,0,15.7,0
楠梓區,房地(土地+建物),Y,3.22,住宅區,14,N,0.2,25.03,Y,0,16.6,0
前鎮區,房地(土地+建物)+車位,Y,5.04,住宅區,18,N,2.6,51.91,Y,4.61,21.8,185
三民區,房地(土地+建物)+車位,Y,2.12,商業區,15,N,0.2,29.39,Y,7.65,25.7,180
前鎮區,房地(土地+建物)+車位,Y,3.12,商業區,29,N,3.4,63.16,Y,6.06,26.5,0
前鎮區,房地(土地+建物),N,8.62,住宅區,12,N,25.4,38.97,Y,0,15.2,0
楠梓區,房地(土地+建物)+車位,Y,6.14,住宅區,15,N,5.3,40.32,Y,4.65,18.2,0
三民區,房地(土地+建物)+車位,N,3.25,商業區,14,N,18.8,36.81,Y,3.5,16.7,0
苓雅區,房地(土地+建物),Y,2.56,商業區,14,N,15.8,25.11,Y,0,24.2,0
鳳山區,房地(土地+建物)+車位,Y,3.28,住宅區,15,N,26.6,38.71,Y,0,12.3,0
三民區,房地(土地+建物)+車位,Y,0.72,商業區,16,N,23.5,13.6,Y,0,12.9,0
苓雅區,房地(土地+建物),Y,1.35,商業區,15,N,0.9,17.53,Y,0,21.4,0
楠梓區,房地(土地+建物)+車位,Y,9.69,住宅區,15,N,4.1,59.12,Y,0,17.9,0
鼓山區,房地(土地+建物)+車位,Y,7.92,商業區,24,N,12,105.59,Y,19.49,28.5,0
楠梓區,房地(土地+建物)+車位,N,6.53,住宅區,12,N,25,42.15,N,0,10.4,0
苓雅區,房地(土地+建物),Y,1.05,商業區,29,N,1.3,19.45,Y,0,25.7,0
鼓山區,房地(土地+建物),Y,1.54,商業區,15,N,10.8,15.51,Y,0,19.9,0
鼓山區,房地(土地+建物)+車位,Y,7.24,商業區,27,N,13.3,82.44,Y,0,27.9,0
前鎮區,房地(土地+建物),N,8.81,住宅區,12,Y,25.4,39.37,Y,0,14.1,0
三民區,房地(土地+建物),Y,3.67,商業區,12,N,20.8,38.51,Y,0,14.8,0
鳥松區,房地(土地+建物)+車位,Y,24.19,住宅區,23,N,12,116.12,Y,8.39,24.7,0
楠梓區,房地(土地+建物),Y,2.34,商業區,23,N,1.7,30.17,Y,0,17.5,0
左營區,房地(土地+建物)+車位,Y,3.82,其他,28,N,1.8,70.93,Y,10.06,23.3,0
左營區,房地(土地+建物),Y,2.42,住宅區,24,N,0.1,26.64,Y,0,24.2,0
鼓山區,房地(土地+建物),N,2.91,住宅區,13,N,18.1,22.45,Y,0,21.8,0
三民區,房地(土地+建物),Y,2.21,住宅區,17,N,23.5,24.25,Y,0,14.6,0
前金區,房地(土地+建物)+車位,Y,5.03,商業區,29,N,0,112.3,Y,19.14,32.4,310
鼓山區,房地(土地+建物)+車位,Y,5.05,住宅區,15,N,3.3,51.04,Y,11.18,23.9,180
前鎮區,房地(土地+建物),Y,2.53,商業區,14,N,28.8,35.59,N,0,4.5,0
楠梓區,房地(土地+建物),Y,3.51,住宅區,15,N,8.3,34.12,Y,0,16.4,0
鳳山區,房地(土地+建物),N,2.43,商業區,15,N,2.1,25.19,Y,0,21.8,0
三民區,房地(土地+建物)+車位,Y,3.35,商業區,20,N,26.2,42.37,Y,0,12.5,0
鳥松區,房地(土地+建物)+車位,Y,16.12,住宅區,22,N,3.3,91.49,Y,10.7,21.5,0
三民區,房地(土地+建物),Y,3.24,商業區,12,N,27.1,31.56,Y,0,15.8,0
左營區,房地(土地+建物)+車位,Y,10.71,住宅區,28,N,4.4,125.32,Y,0,30,0
左營區,房地(土地+建物),N,1.93,住宅區,24,N,24.3,24.92,Y,0,14.2,0
三民區,房地(土地+建物)+車位,Y,3.86,商業區,14,N,14.3,36.62,N,1.6,19.5,0
左營區,房地(土地+建物),N,6.36,住宅區,13,N,8.4,36.73,Y,0,16.9,0
苓雅區,房地(土地+建物),N,1.69,商業區,35,N,22.8,39.2,Y,0,14.6,0
左營區,房地(土地+建物)+車位,Y,4.14,住宅區,15,N,1.3,31.05,Y,8.26,27.2,0
楠梓區,房地(土地+建物)+車位,Y,4.9,住宅區,14,N,0.3,38,Y,3.52,17.3,0
鼓山區,房地(土地+建物)+車位,Y,4.13,商業區,14,N,15.3,38.02,Y,3.32,20.7,0
鼓山區,房地(土地+建物)+車位,Y,4.82,住宅區,27,N,24.6,60.63,Y,0,14.8,0
鳳山區,房地(土地+建物),N,5.45,住宅區,13,Y,23.5,35.97,Y,0,12.3,0
鳳山區,房地(土地+建物),Y,3.86,住宅區,16,N,23,33.78,Y,0,15.4,0
岡山區,房地(土地+建物),Y,11.5,住宅區,12,N,26.1,82.92,Y,0,9.4,0
三民區,房地(土地+建物)+車位,Y,2.23,商業區,15,N,0.3,31.17,Y,3.65,23.4,100
楠梓區,房地(土地+建物)+車位,N,4.4,住宅區,14,N,0.8,26.21,Y,0,21.7,0
前鎮區,房地(土地+建物),Y,3.37,商業區,15,N,31.5,33.91,Y,0,17.3,0
苓雅區,房地(土地+建物)+車位,Y,1.02,商業區,29,N,1.4,23.99,Y,0,24.2,0
楠梓區,房地(土地+建物)+車位,Y,3.78,住宅區,14,N,0.3,29.02,Y,3.52,16.8,0
苓雅區,房地(土地+建物)+車位,Y,1.67,商業區,15,N,1.1,23.42,Y,0,31.8,0
小港區,房地(土地+建物)+車位,Y,5.64,住宅區,15,N,4.3,55.84,N,6.81,12,0
楠梓區,房地(土地+建物)+車位,Y,3.61,商業區,15,N,3.3,44.47,Y,0,16.2,0
左營區,房地(土地+建物),N,3.51,商業區,12,N,24.1,31.84,Y,0,14.8,0
左營區,房地(土地+建物)+車位,Y,4.75,商業區,12,N,24.2,52.09,Y,0,13.1,0
楠梓區,房地(土地+建物)+車位,Y,4.48,住宅區,14,N,0.3,34.88,Y,3.52,17.3,0
楠梓區,房地(土地+建物),N,2.74,住宅區,17,N,7.5,24.2,Y,0,18.1,0
三民區,房地(土地+建物),Y,6.08,住宅區,12,N,25.7,36.24,Y,0,14.1,0
