鄉鎮市區,臨路,都市土地使用分區,屋齡,管理組織,單價,車位總價
左營區,Y,特定專用區,7.2,Y,25.1,0
小港區,Y,商業區,0,Y,17.9,0
小港區,Y,商業區,0,Y,17.5,0
三民區,Y,住宅區,0.1,Y,26.2,0
左營區,N,住宅區,23.9,N,16.7,0
三民區,N,商業區,11.5,Y,20.8,0
鼓山區,Y,商業區,14.4,Y,19.4,0
鼓山區,Y,商業區,14.3,Y,22,0
三民區,Y,住宅區,0.1,Y,29.2,0
前鎮區,Y,特定專用區,3.6,Y,26.1,195
小港區,Y,商業區,0.8,Y,17.9,0
三民區,Y,商業區,0.2,Y,24.4,0
三民區,Y,住宅區,0.1,Y,28.8,0
三民區,Y,住宅區,0.1,Y,25.8,0
三民區,Y,住宅區,13.6,Y,24.6,0
楠梓區,Y,住宅區,0.2,Y,17.5,0
前鎮區,Y,商業區,22.2,Y,19,0
小港區,Y,商業區,0,Y,17.4,0
楠梓區,N,特定專用區,15.6,Y,19.8,0
鼓山區,Y,商業區,14.9,Y,23.4,0
三民區,Y,住宅區,0.1,Y,27.6,0
左營區,Y,商業區,16.5,Y,18.6,0
小港區,Y,商業區,0,Y,18,0
三民區,Y,住宅區,0.1,Y,26.5,0
小港區,Y,商業區,0,Y,19.9,0
左營區,Y,住宅區,21.1,Y,20.4,0
大寮區,Y,住宅區,26.6,Y,10.9,0
左營區,Y,住宅區,5,Y,20.6,0
小港區,Y,商業區,0,Y,19.1,0
楠梓區,N,住宅區,15.4,Y,15.5,0
仁武區,Y,商業區,6.8,Y,18.8,0
三民區,Y,住宅區,0.1,Y,27.4,0
小港區,Y,商業區,0,Y,19,0
左營區,Y,商業區,2.1,Y,31.5,420
鼓山區,Y,商業區,14.2,Y,18.8,0
岡山區,Y,住宅區,14.7,Y,13.4,0
鼓山區,Y,商業區,14.4,Y,24.4,0
小港區,Y,商業區,0,Y,19.5,0
左營區,N,住宅區,5.8,Y,23.6,0
左營區,Y,商業區,1.4,Y,23.6,0
前鎮區,Y,商業區,15.1,Y,19.7,0
三民區,N,商業區,0.2,Y,22.1,0
三民區,Y,住宅區,0.1,Y,28.6,0
苓雅區,Y,住宅區,0.4,Y,24.3,0
左營區,Y,商業區,1.5,Y,24.2,0
小港區,Y,住宅區,6.5,Y,15.3,0
前鎮區,Y,住宅區,0.8,Y,41.4,250
大社區,Y,住宅區,3.9,Y,16.9,0
鼓山區,Y,其他使用區,17.2,Y,22.4,0
鳳山區,Y,住宅區,26.5,Y,15.1,0
三民區,Y,住宅區,0.1,Y,26.1,0
左營區,N,住宅區,23.8,Y,17.3,0
小港區,Y,商業區,0,Y,18,0
仁武區,Y,住宅區,0,Y,15.9,150
楠梓區,Y,住宅區,5.9,Y,14.4,0
苓雅區,Y,住宅區,15.1,Y,17.4,0
小港區,Y,商業區,0,Y,19.3,0
小港區,Y,商業區,0,Y,19,0
三民區,N,商業區,2.3,Y,19,0
三民區,Y,住宅區,0.1,Y,27.1,0
橋頭區,N,住宅區,0,Y,17,155
三民區,Y,住宅區,21.9,Y,17.4,0
小港區,Y,住宅區,7.3,Y,17.3,0
鼓山區,Y,其他使用區,8.5,Y,24.7,180
左營區,Y,商業區,7.1,Y,21.8,0
鹽埕區,Y,商業區,0.7,Y,22.2,65
苓雅區,Y,商業區,10.3,Y,22.6,0
前鎮區,Y,住宅區,7.4,Y,23.6,0
左營區,Y,住宅區,1.1,Y,22,0
鼓山區,Y,商業區,29,Y,16.4,0
三民區,Y,住宅區,0.1,Y,27.5,0
三民區,Y,住宅區,0.7,Y,25.4,0
苓雅區,Y,商業區,21.8,Y,16.5,0
左營區,Y,商業區,1.5,Y,27.7,0
三民區,Y,住宅區,0.1,Y,25.6,0
大寮區,N,住宅區,26.4,Y,8.5,0
新興區,Y,特定專用區,2.9,Y,33.8,420
左營區,Y,商業區,1.4,Y,23.4,0
大寮區,Y,住宅區,24.7,Y,9.1,0
前鎮區,N,住宅區,24.5,Y,13.8,0
三民區,Y,住宅區,0.1,Y,27.6,0
鼓山區,Y,住宅區,16.2,Y,19.9,0
左營區,Y,商業區,1.5,Y,25.9,0
左營區,Y,住宅區,9.6,Y,17.2,0
左營區,Y,住宅區,17.3,Y,19.6,0
鼓山區,Y,商業區,6.6,Y,23.2,0
前鎮區,Y,住宅區,29.3,Y,17.7,0
三民區,Y,商業區,23.5,Y,30.3,0
小港區,Y,商業區,0,Y,18.9,0
前鎮區,Y,商業區,26.3,Y,19.2,0
小港區,Y,商業區,0,Y,18.8,0
小港區,Y,商業區,0,Y,19,0
鹽埕區,Y,商業區,14.1,Y,26.2,0
楠梓區,N,商業區,24.5,Y,10.9,0
三民區,Y,住宅區,0.1,Y,25.4,0
小港區,Y,住宅區,4.9,Y,17.1,0
岡山區,N,住宅區,14.7,Y,12.6,0
三民區,Y,住宅區,0.1,Y,27.3,0
左營區,Y,住宅區,5.3,Y,20.8,0
仁武區,Y,住宅區,5.5,Y,16.8,0
三民區,Y,住宅區,21.9,Y,16.6,0
小港區,Y,商業區,0,Y,19,0
三民區,N,住宅區,24.6,Y,15.6,0
前鎮區,N,商業區,13.3,Y,16.8,0
左營區,N,住宅區,23.8,Y,22.5,0
三民區,Y,住宅區,0.1,Y,26.9,0
左營區,Y,住宅區,0.1,Y,28.1,200
三民區,Y,住宅區,0.1,Y,28.2,0
小港區,Y,商業區,0,Y,19.2,0
三民區,Y,住宅區,0.1,Y,26.7,0
新興區,Y,商業區,3.8,Y,22.8,235
新興區,Y,商業區,3.8,Y,21.1,120
小港區,Y,商業區,0,Y,19.8,0
三民區,Y,住宅區,25.3,Y,15.5,0
三民區,Y,住宅區,0.1,Y,24.2,0
小港區,Y,商業區,0,Y,18.8,0
新興區,Y,商業區,4.5,Y,26,0
岡山區,Y,住宅區,14.7,Y,13.2,0
楠梓區,N,住宅區,0.3,Y,17.9,155
左營區,Y,住宅區,8.6,Y,20.8,0
小港區,Y,商業區,0,Y,18.9,0
三民區,Y,住宅區,0.1,Y,27.7,0
三民區,Y,住宅區,15.1,Y,16,0
三民區,Y,住宅區,0.1,Y,24.7,0
三民區,Y,住宅區,0.1,Y,27.4,0
三民區,Y,住宅區,0.1,Y,29.4,0
三民區,Y,住宅區,0.7,Y,26,0
鳳山區,Y,商業區,3.1,Y,23.3,0
鼓山區,Y,其他使用區,0.8,Y,24.9,195
楠梓區,N,住宅區,0.3,Y,17.6,155
鼓山區,Y,住宅區,25.7,Y,15.5,0
新興區,Y,商業區,26.6,Y,15.3,0
小港區,Y,商業區,0,Y,18.5,0
左營區,Y,商業區,23.3,Y,16.6,0
左營區,Y,住宅區,24.2,Y,14,0
小港區,Y,商業區,0,Y,19.3,0
鼓山區,Y,其他使用區,5.7,Y,21.2,0
三民區,Y,住宅區,0.1,Y,26.4,0
三民區,Y,住宅區,0.1,Y,27.5,0
前鎮區,Y,特定專用區,27.3,Y,11.1,0
楠梓區,N,住宅區,0.3,Y,18.5,165
小港區,Y,商業區,0,Y,19.4,0
楠梓區,Y,住宅區,4.6,Y,18.6,0
左營區,Y,住宅區,1,Y,34.2,210
左營區,Y,住宅區,0.4,Y,21.2,155
鼓山區,Y,商業區,15.7,Y,21.9,0
小港區,Y,商業區,0,Y,19.9,0
小港區,Y,商業區,0,Y,18.6,0
鼓山區,Y,其他使用區,2.1,Y,26.9,680
鳳山區,Y,住宅區,28.2,Y,13,0
小港區,Y,商業區,0,Y,18.8,0
左營區,Y,住宅區,9.1,Y,30.3,0
三民區,Y,住宅區,0.1,Y,26.3,0
楠梓區,Y,住宅區,26.6,Y,11.4,0
三民區,Y,住宅區,0.1,Y,27.4,0
三民區,Y,住宅區,0.1,Y,26.7,0
楠梓區,N,住宅區,0.3,Y,17.4,125
鼓山區,Y,商業區,16.3,Y,23,100
左營區,Y,住宅區,23.8,Y,19.2,0
鳳山區,Y,住宅區,26.5,Y,18.2,0
苓雅區,Y,商業區,20.7,Y,18.1,0
鳳山區,Y,住宅區,23.4,Y,14.2,100
小港區,Y,商業區,0,Y,19.4,0
前鎮區,Y,商業區,14.8,Y,21.1,0
鳳山區,N,商業區,3.1,Y,20.6,0
小港區,Y,商業區,0,Y,17.6,0
小港區,Y,商業區,0,Y,17.9,0
仁武區,Y,商業區,0.6,Y,17.8,148
楠梓區,Y,住宅區,9.3,Y,17.6,0
前鎮區,Y,特定專用區,0.2,Y,19.5,0
左營區,Y,商業區,8.3,Y,27.3,0
鼓山區,Y,住宅區,8.2,Y,18.7,130
小港區,Y,商業區,0,Y,19.5,0
小港區,Y,商業區,0,Y,19.1,0
楠梓區,N,住宅區,0.3,Y,17.3,125
三民區,Y,商業區,0.2,Y,25.2,185
楠梓區,N,住宅區,0.3,Y,18.1,150
小港區,Y,商業區,0,Y,18.8,0
三民區,Y,商業區,4.6,Y,21,0
鳳山區,Y,住宅區,0.2,Y,26.9,0
小港區,Y,商業區,0,Y,19.5,0
三民區,Y,住宅區,0.1,Y,27.5,0
三民區,Y,商業區,14.1,Y,17.9,0
三民區,Y,住宅區,0.1,Y,28.1,0
三民區,Y,住宅區,0.1,Y,26.7,0
小港區,Y,商業區,0,Y,18.8,0
仁武區,Y,商業區,0.6,Y,17.9,152
三民區,Y,商業區,0.4,Y,25.8,180
左營區,Y,商業區,2.1,Y,31,210
小港區,Y,商業區,0,Y,19.4,0
楠梓區,Y,商業區,3,Y,16.2,0
前金區,Y,商業區,0.3,Y,24.3,0
鳳山區,Y,住宅區,7.6,Y,14.3,0
三民區,Y,住宅區,0.1,Y,28.3,0
楠梓區,N,住宅區,0.3,Y,16.3,125
前鎮區,Y,特定專用區,28.9,Y,15.4,0
三民區,Y,住宅區,0.1,Y,27.6,0
左營區,Y,商業區,2.1,Y,31.7,450
三民區,Y,住宅區,0.1,Y,26.3,0
小港區,Y,商業區,0,Y,18,0
小港區,Y,商業區,0,Y,19.2,0
左營區,N,住宅區,25.4,Y,33.5,0
左營區,N,住宅區,25.4,Y,16.1,0
三民區,Y,商業區,0.2,Y,23.5,0
鼓山區,Y,商業區,12.4,Y,25.9,0
小港區,Y,商業區,0,Y,20.2,0
前金區,Y,商業區,30.4,Y,14.7,0
左營區,Y,商業區,24.3,Y,17.5,0
苓雅區,Y,商業區,21.8,Y,18,0
三民區,Y,特定專用區,25.1,Y,12.6,0
三民區,Y,住宅區,0.1,Y,26.1,0
前金區,Y,商業區,2.3,Y,30.2,0
三民區,Y,住宅區,0.1,Y,26.8,0
左營區,Y,商業區,26,N,16,0
小港區,Y,商業區,0,Y,20.1,0
左營區,Y,住宅區,20.5,Y,25.8,165
鼓山區,Y,商業區,2.3,Y,30.1,400
岡山區,Y,商業區,2.6,Y,17.9,0
小港區,Y,商業區,0,Y,19,0
三民區,Y,住宅區,0.1,Y,28.7,0
鳳山區,N,住宅區,7.5,Y,20.6,0
鳳山區,Y,住宅區,4.6,Y,21.1,0
前鎮區,N,商業區,13.3,Y,20,0
小港區,Y,住宅區,26.6,Y,10.2,0
楠梓區,N,住宅區,4,Y,15.9,0
三民區,Y,住宅區,4.8,Y,15.3,0
鳳山區,Y,住宅區,0.5,Y,22.3,0
左營區,N,住宅區,23.8,Y,17.4,0
三民區,Y,住宅區,0.1,Y,27.9,0
鼓山區,Y,商業區,15.2,Y,23.4,0
小港區,Y,住宅區,2.7,Y,15.9,0
前鎮區,Y,商業區,11.1,Y,17.3,0
前鎮區,Y,特定專用區,3.6,Y,22.6,195
三民區,Y,住宅區,0.1,Y,27.3,0
仁武區,Y,住宅區,0,Y,16.8,150
鹽埕區,Y,商業區,2.8,Y,24.9,0
鼓山區,Y,商業區,25.2,N,17.3,0
鼓山區,Y,商業區,14.1,Y,25.5,150
左營區,Y,商業區,26.3,Y,16,0
左營區,Y,住宅區,9.6,Y,16.5,0
楠梓區,N,商業區,27.2,Y,8.6,0
小港區,Y,商業區,0,Y,17.2,0
小港區,Y,商業區,0,Y,17.3,0
小港區,Y,住宅區,5.2,Y,20.3,0
三民區,Y,住宅區,0.1,Y,26.2,0
三民區,Y,商業區,0.2,Y,24.2,0
鳳山區,N,商業區,3.5,Y,20.6,0
三民區,N,工業區,26.9,Y,12.8,0
仁武區,Y,商業區,0.6,Y,16.8,148
三民區,Y,住宅區,0.1,Y,26,0
三民區,Y,住宅區,0.1,Y,26.1,0
仁武區,Y,商業區,0.8,Y,18.2,0
前金區,Y,商業區,18.6,Y,19.3,0
小港區,Y,商業區,0,Y,19.6,0
三民區,Y,住宅區,0.1,Y,24.6,0
三民區,Y,住宅區,0.1,Y,25.1,0
岡山區,N,住宅區,24.7,Y,11.2,0
鳳山區,Y,住宅區,9.4,Y,19.1,0
小港區,Y,商業區,0,Y,19.5,0
小港區,Y,商業區,0,Y,17.6,0
鼓山區,Y,商業區,5.2,Y,50.9,600
鳳山區,Y,商業區,25.4,Y,14.6,0
三民區,Y,商業區,0.2,Y,25.1,0
前金區,Y,商業區,8.3,Y,24.7,0
三民區,N,商業區,0.2,Y,25,138
三民區,Y,住宅區,0.1,Y,27.9,0
鼓山區,Y,商業區,5.2,Y,58.1,980
楠梓區,N,住宅區,0.3,Y,18.6,165
左營區,Y,住宅區,23.2,Y,19.3,0
小港區,Y,商業區,0,Y,20.1,0
湖內區,N,住宅區,26.6,Y,8.4,0
左營區,Y,住宅區,21.3,Y,20.1,0
鼓山區,Y,其他使用區,16.1,Y,23.2,0
鼓山區,Y,商業區,24.3,Y,14.6,0
鼓山區,Y,住宅區,4.9,Y,31.3,0
三民區,Y,住宅區,0.1,Y,27.3,0
鼓山區,Y,其他使用區,2.1,Y,33.6,420
三民區,Y,住宅區,2.1,Y,34.3,220
左營區,Y,住宅區,25.4,Y,18.6,0
前金區,Y,商業區,18.6,Y,17,0
鼓山區,Y,商業區,14.4,Y,25.7,0
三民區,Y,商業區,17,Y,16.7,0
小港區,Y,住宅區,25.5,Y,12.8,0
鳳山區,Y,商業區,25,Y,14,0
三民區,Y,住宅區,0.1,Y,28.9,0
前金區,Y,商業區,15.3,Y,19.2,0
鳳山區,Y,住宅區,9.4,Y,16.8,0
小港區,Y,商業區,0,Y,17.2,0
楠梓區,N,商業區,14.2,Y,14,0
三民區,Y,住宅區,21.5,Y,13.9,100
小港區,Y,商業區,0,Y,17.4,0
苓雅區,N,特定專用區,23.8,Y,12.9,0
小港區,Y,商業區,0,Y,19.2,0
小港區,Y,商業區,0,Y,16.9,0
鼓山區,Y,其他使用區,12.8,Y,22.1,0
左營區,Y,住宅區,25,Y,24,0
左營區,Y,住宅區,3.9,Y,28.3,0
小港區,Y,商業區,0,Y,19.3,0
小港區,Y,商業區,0,Y,18.1,0
苓雅區,Y,商業區,11.3,Y,54.3,0
小港區,Y,住宅區,4.5,Y,16.9,0
三民區,Y,住宅區,0.7,Y,27.3,0
鼓山區,Y,商業區,14.9,Y,23.8,0
小港區,Y,商業區,0,Y,19.7,0
仁武區,Y,商業區,6.8,Y,16.3,0
鼓山區,Y,住宅區,9.7,Y,18.8,0
小港區,Y,商業區,0,Y,17.6,0
前鎮區,Y,特定專用區,23.7,Y,12.8,0
鼓山區,Y,商業區,2.3,Y,28.3,390
小港區,Y,商業區,0,Y,17.9,0
小港區,Y,商業區,0,Y,19.1,0
前鎮區,Y,住宅區,0.8,Y,41.4,500
鼓山區,Y,其他使用區,12.8,Y,24.6,0
鼓山區,Y,其他使用區,14.3,Y,23.2,0
鳳山區,Y,住宅區,9.3,Y,21.3,0
鼓山區,Y,其他使用區,16.1,Y,23.3,150
小港區,Y,住宅區,6.1,Y,15.3,0
三民區,Y,住宅區,0.1,Y,27,0
楠梓區,Y,特定專用區,26.3,Y,9.4,0
左營區,Y,住宅區,4.3,Y,26.2,0
三民區,Y,住宅區,0.1,Y,26.7,0
左營區,Y,商業區,14.8,Y,19.3,0
小港區,Y,商業區,0,Y,17.6,0
岡山區,Y,住宅區,14.7,Y,7.4,0
左營區,Y,商業區,14.2,Y,24.1,0
左營區,Y,住宅區,10.2,Y,12.5,0
前鎮區,Y,商業區,14,Y,22.3,0
三民區,Y,住宅區,0.1,Y,26.1,0
小港區,Y,商業區,0,Y,18,0
左營區,Y,住宅區,1,Y,34.3,220
小港區,Y,商業區,0,Y,17.3,0
三民區,Y,商業區,0.2,Y,24.1,0
新興區,Y,商業區,13.8,Y,26.1,0
三民區,Y,住宅區,0.1,Y,27.7,0
小港區,Y,商業區,0,Y,18,0
鳳山區,Y,住宅區,11.8,Y,19.2,0
鼓山區,N,其他使用區,16.4,Y,22,0
三民區,Y,住宅區,0.1,Y,27.8,0
左營區,Y,住宅區,4.9,Y,38,0
三民區,Y,住宅區,0.1,Y,29.5,0
三民區,Y,住宅區,23.1,Y,12.2,0
鳳山區,N,住宅區,3.9,Y,19,0
新興區,Y,商業區,26.1,Y,17.5,0
橋頭區,Y,住宅區,5,Y,17.7,0
鳳山區,Y,住宅區,26.5,Y,11.5,0
小港區,Y,商業區,0,Y,19.9,0
小港區,Y,商業區,0,Y,18.9,0
鼓山區,Y,商業區,7.6,Y,26.9,0
三民區,Y,住宅區,0.1,Y,26,0
三民區,Y,住宅區,0.1,Y,28.2,0
三民區,Y,住宅區,0.1,Y,26.7,0
三民區,Y,住宅區,0.1,Y,26.8,0
三民區,Y,住宅區,0.1,Y,28.1,0
旗山區,Y,住宅區,25.3,Y,5.8,0
新興區,Y,商業區,22.4,Y,16.8,0
鼓山區,Y,其他使用區,12.8,Y,22.8,0
鼓山區,Y,商業區,2.3,Y,26.9,300
林園區,N,商業區,26.2,Y,5,0
三民區,Y,住宅區,0.1,Y,26.7,0
鼓山區,Y,商業區,5.5,Y,26.9,0
楠梓區,N,住宅區,0.3,Y,17.2,125
鼓山區,Y,其他使用區,10.7,Y,25.5,0
鳳山區,N,住宅區,27.5,Y,17.2,0
三民區,Y,住宅區,0.1,Y,26.5,0
前金區,Y,商業區,15.3,Y,20.3,0
左營區,Y,住宅區,2.2,Y,36.6,180
楠梓區,N,住宅區,26,Y,12.6,0
鼓山區,Y,商業區,5.5,Y,24.2,0
鳳山區,Y,商業區,1.4,Y,19.1,0
三民區,Y,住宅區,0.1,Y,27.3,0
鼓山區,Y,商業區,2.3,Y,30,650
前鎮區,Y,特定專用區,26.4,Y,16.1,0
三民區,Y,特定專用區,25.2,Y,19.6,0
苓雅區,Y,住宅區,1,Y,27.6,410
左營區,Y,住宅區,1.1,Y,23.4,0
三民區,Y,住宅區,0.1,Y,26.2,0
前金區,Y,商業區,28.6,N,15.8,0
鼓山區,Y,商業區,14.3,Y,32.3,0
三民區,Y,住宅區,0.1,Y,25.1,0
小港區,Y,商業區,0,Y,19.4,0
三民區,Y,住宅區,0.1,Y,27.4,0
前鎮區,N,其他使用區,26.4,Y,14.4,0
鼓山區,Y,商業區,24.8,Y,26.3,0
鹽埕區,Y,商業區,2.4,Y,25.6,0
小港區,Y,商業區,0,Y,19.2,0
楠梓區,Y,住宅區,21.7,Y,13.6,0
小港區,Y,商業區,0,Y,19.2,0
左營區,Y,住宅區,25.3,Y,13.2,0
三民區,Y,住宅區,0.1,Y,28.4,0
楠梓區,Y,商業區,2.7,Y,15.6,0
三民區,Y,住宅區,0.1,Y,26.1,0
苓雅區,Y,商業區,21.1,Y,17.7,100
左營區,Y,商業區,0.6,Y,24.7,95
三民區,Y,住宅區,0.1,Y,26.5,0
橋頭區,Y,住宅區,1.8,Y,16.7,0
楠梓區,N,住宅區,1.5,Y,14.8,0
前金區,Y,商業區,25.2,Y,16.7,0
鼓山區,Y,商業區,12.2,Y,25.6,0
鳳山區,Y,住宅區,4.4,Y,18,0
橋頭區,Y,住宅區,1.8,Y,16.8,0
鼓山區,Y,住宅區,8.2,Y,20.1,0
左營區,N,住宅區,26.6,Y,17.9,0
三民區,Y,住宅區,0.1,Y,25.5,0
大寮區,Y,住宅區,24.7,Y,7.7,0
三民區,Y,住宅區,0.1,Y,25,0
新興區,Y,商業區,4.8,Y,24.1,0
小港區,Y,商業區,0,Y,19.4,0
小港區,Y,商業區,0,Y,19.4,0
三民區,Y,住宅區,0.1,Y,29.4,0
楠梓區,Y,住宅區,0.2,Y,16.6,0
楠梓區,N,住宅區,0.3,Y,18.3,0
鹽埕區,Y,商業區,0.7,Y,22.5,130
前鎮區,Y,商業區,14.6,Y,18.5,130
鹽埕區,Y,商業區,22.1,Y,14.6,80
小港區,Y,商業區,0,Y,18.6,0
三民區,Y,住宅區,0.1,Y,28.2,0
岡山區,Y,住宅區,25.2,Y,10.5,0
橋頭區,Y,住宅區,1.8,Y,18.7,0
大社區,N,住宅區,27,Y,5,0
三民區,Y,住宅區,25.3,Y,15.8,0
三民區,Y,住宅區,0.1,Y,26.9,0
三民區,Y,住宅區,0.1,Y,29.5,0
苓雅區,Y,住宅區,24.5,Y,19.6,0
小港區,Y,商業區,0,Y,17.3,0
左營區,Y,住宅區,1.1,Y,22,0
三民區,Y,商業區,0.2,Y,13.2,0
苓雅區,Y,住宅區,1.2,Y,21.3,150
鼓山區,Y,其他使用區,3.6,Y,37,450
三民區,Y,住宅區,0.1,Y,28.1,0
橋頭區,Y,住宅區,5,Y,16.4,0
小港區,Y,商業區,0,Y,18.7,0
三民區,Y,住宅區,0.1,Y,29.2,0
三民區,Y,住宅區,0.1,Y,26.1,0
三民區,Y,住宅區,0.1,Y,26.8,0
小港區,Y,商業區,0,Y,19.3,0
三民區,Y,商業區,20.3,Y,20.7,0
三民區,Y,住宅區,0.1,Y,27.7,0
三民區,Y,住宅區,22.7,Y,19.4,0
鳳山區,Y,住宅區,0.2,Y,28.4,0
三民區,N,商業區,2.3,Y,22,0
三民區,Y,住宅區,0.7,Y,26,0
小港區,Y,商業區,0,Y,18.2,0
三民區,Y,住宅區,0.1,Y,27.7,0
三民區,Y,住宅區,6.3,Y,22.4,0
小港區,Y,商業區,0,Y,19.3,0
鼓山區,Y,其他使用區,26,Y,13.3,0
苓雅區,Y,住宅區,1,Y,25,380
楠梓區,N,住宅區,14.4,Y,13.4,120
前金區,N,商業區,2.5,Y,22.9,0
鼓山區,Y,其他使用區,12.3,Y,21.4,0
三民區,Y,住宅區,0.1,Y,28.7,0
左營區,Y,住宅區,2.3,N,26,0
三民區,Y,住宅區,0.1,Y,25.6,0
鳳山區,N,住宅區,28.3,N,11.8,0
左營區,Y,住宅區,30.3,Y,16.8,0
前金區,Y,商業區,24.9,Y,20.8,0
三民區,Y,住宅區,0.1,Y,28.2,0
三民區,Y,住宅區,0.1,Y,26.7,0
左營區,N,住宅區,13.8,Y,16.9,0
小港區,Y,商業區,0,Y,17.6,0
小港區,Y,商業區,0,Y,17.4,0
三民區,Y,住宅區,0.1,Y,26.1,0
左營區,Y,住宅區,0.3,Y,24.6,0
左營區,Y,住宅區,24.8,Y,12.7,0
小港區,Y,商業區,0,Y,18.7,0
鳳山區,Y,商業區,1.4,Y,17.7,0
左營區,Y,商業區,7.1,Y,24.3,0
仁武區,Y,商業區,5.8,Y,18.6,0
鼓山區,Y,其他使用區,16.4,Y,21.8,0
三民區,N,住宅區,26.9,Y,15.1,0
三民區,Y,住宅區,0.1,Y,25.3,0
小港區,Y,商業區,0,Y,19.1,0
三民區,Y,住宅區,0.1,Y,27.7,0
三民區,Y,住宅區,0.1,Y,27.4,0
鳳山區,Y,住宅區,3.1,Y,20.9,0
鳳山區,Y,住宅區,6.7,Y,25.3,290
前金區,Y,商業區,4.3,Y,29,0
三民區,Y,住宅區,21.7,Y,20,0
三民區,Y,住宅區,0.1,Y,27.5,0
楠梓區,Y,住宅區,1,Y,17.4,0
三民區,Y,住宅區,0.1,Y,29.5,0
楠梓區,N,住宅區,0.3,Y,18,125
左營區,Y,住宅區,22.8,Y,23.1,0
苓雅區,Y,住宅區,5.3,Y,26.9,390
左營區,Y,住宅區,6.7,Y,20.1,0
鼓山區,Y,其他使用區,0.8,Y,23.1,390
小港區,Y,商業區,0,Y,19.6,0
三民區,Y,住宅區,0.1,Y,25.6,0
鼓山區,Y,其他使用區,2.1,Y,34.4,440
三民區,Y,住宅區,0.1,Y,26.4,0
鳳山區,Y,住宅區,5.3,Y,21.9,0
前金區,N,商業區,2.5,Y,23.8,0
小港區,Y,商業區,0,Y,19.5,0
鳳山區,Y,住宅區,13.1,Y,18.1,0
三民區,Y,住宅區,9.7,Y,18.3,0
三民區,Y,住宅區,0.7,Y,26.3,0
鼓山區,Y,其他使用區,2.1,Y,33.9,420
三民區,Y,住宅區,0.1,Y,25.6,0
鳳山區,Y,住宅區,20.7,Y,12.1,0
楠梓區,Y,住宅區,3,Y,18.4,0
左營區,Y,商業區,2.1,Y,35.1,490
左營區,Y,住宅區,0.4,Y,22,120
三民區,Y,住宅區,0.1,Y,24.1,0
苓雅區,Y,商業區,16.8,Y,25.2,0
新興區,Y,特定專用區,18.8,Y,24.2,0
苓雅區,Y,住宅區,11.2,Y,27.1,0
三民區,Y,住宅區,0.1,Y,25.3,0
仁武區,Y,商業區,0.6,Y,18.4,160
苓雅區,Y,商業區,12.3,Y,23,0
前金區,Y,商業區,24.7,Y,16.6,0
鳳山區,Y,商業區,3.1,Y,22.5,0
仁武區,Y,商業區,0.6,Y,17.5,148
小港區,Y,商業區,0,Y,19.1,0
三民區,N,商業區,0.2,Y,23.3,0
左營區,N,住宅區,26.6,Y,16.8,0
前鎮區,Y,特定專用區,25,Y,8.7,0
橋頭區,Y,住宅區,3.4,Y,20.7,0
鼓山區,Y,其他使用區,13.8,Y,23.7,0
三民區,Y,住宅區,0.1,Y,27.3,0
三民區,Y,住宅區,0.1,Y,26.3,0
三民區,Y,住宅區,0.1,Y,27.8,0
岡山區,Y,住宅區,25.2,Y,10.4,0
鼓山區,Y,住宅區,16.2,Y,24.9,0
三民區,Y,住宅區,0.1,Y,27.2,0
楠梓區,Y,商業區,2.7,Y,17.4,0
鼓山區,Y,商業區,7.7,Y,23.5,0
三民區,Y,住宅區,0.1,Y,27,0
小港區,Y,商業區,0,Y,19.3,0
左營區,Y,住宅區,25.3,Y,15.1,0
小港區,Y,商業區,0,Y,19.3,0
橋頭區,Y,商業區,2.1,Y,16.4,0
岡山區,Y,住宅區,27.5,Y,11.9,0
鼓山區,Y,商業區,2.3,Y,27,450
楠梓區,Y,住宅區,3.4,Y,18.6,0
鼓山區,Y,其他使用區,13.8,Y,23.7,0
鼓山區,Y,商業區,2.3,Y,32.2,400
左營區,Y,住宅區,25,Y,42.5,0
前金區,Y,商業區,9.2,Y,20.3,0
楠梓區,Y,住宅區,3,Y,20.2,0
左營區,Y,住宅區,5.4,Y,33,0
左營區,Y,住宅區,15.3,Y,20.2,0
楠梓區,Y,住宅區,3.3,Y,15.5,0
三民區,Y,住宅區,4.9,Y,21.7,0
小港區,Y,住宅區,5.1,Y,15.1,0
苓雅區,Y,商業區,13.7,Y,22.7,0
小港區,Y,商業區,0,Y,18.8,0
小港區,Y,商業區,0,Y,18.9,0
三民區,Y,住宅區,0.1,Y,27.1,0
左營區,Y,商業區,9.3,Y,25.8,0
大寮區,Y,其他使用區,26.9,Y,8.2,0
鼓山區,Y,商業區,10.3,Y,22.1,0
鳳山區,N,商業區,3.1,Y,21.4,0
三民區,Y,住宅區,0.1,Y,27.7,0
小港區,Y,商業區,0,Y,19.2,0
左營區,Y,商業區,26.6,Y,18.1,0
前鎮區,Y,商業區,3.3,Y,20.8,0
三民區,Y,住宅區,0.1,Y,27.4,0
左營區,Y,住宅區,0.4,Y,21.4,110
左營區,Y,住宅區,0.4,Y,21.7,0
左營區,Y,住宅區,14,Y,17.6,0
三民區,Y,住宅區,0.1,Y,24.8,0
小港區,Y,商業區,0.1,Y,18.8,0
三民區,Y,商業區,24.7,Y,11.1,0
楠梓區,Y,商業區,2.2,Y,18.7,90
鼓山區,Y,商業區,15.2,Y,22.3,0
