鄉鎮市區,臨路,都市土地使用分區,屋齡,管理組織,單價,車位總價
鼓山區,Y,商業區,11,Y,26.4,0
苓雅區,Y,住宅區,0.6,Y,21.8,140
鼓山區,Y,住宅區,17.8,Y,22.7,0
楠梓區,N,住宅區,26.3,Y,11.1,0
三民區,Y,住宅區,19.8,Y,11.4,0
左營區,Y,住宅區,12.6,Y,16.3,0
左營區,Y,住宅區,27.7,Y,18.6,0
左營區,Y,住宅區,1.5,Y,26.1,0
苓雅區,Y,商業區,24.9,Y,16.5,0
三民區,N,商業區,18.3,Y,14.5,0
前鎮區,Y,商業區,20.5,Y,18.3,0
大樹區,Y,住宅區,23.3,Y,10.2,0
大寮區,Y,住宅區,25.5,N,6.8,0
鳳山區,Y,住宅區,22.5,Y,13.8,0
鼓山區,Y,商業區,10.8,Y,20.5,0
鼓山區,Y,商業區,3.8,Y,65.8,520
左營區,Y,商業區,8.7,Y,18.8,110
前鎮區,Y,商業區,21.8,Y,21.5,0
三民區,Y,商業區,7.2,Y,19.3,0
楠梓區,Y,住宅區,10.9,Y,13.9,0
三民區,Y,住宅區,7,Y,21.4,0
左營區,Y,商業區,2.8,Y,17.7,0
左營區,N,住宅區,21.5,Y,15.1,0
鳳山區,Y,商業區,29.8,Y,11.6,0
鳳山區,Y,住宅區,19.3,Y,10.6,0
前鎮區,Y,商業區,0.3,Y,28.9,180
鼓山區,Y,住宅區,0.6,Y,23.1,376
左營區,Y,商業區,0.7,Y,29.4,140
楠梓區,Y,住宅區,6.3,Y,16.2,0
楠梓區,Y,住宅區,6.8,Y,22.4,0
三民區,Y,商業區,19.8,Y,15.1,0
鼓山區,Y,商業區,6.2,Y,24.6,0
鳳山區,Y,住宅區,7.2,Y,14.6,0
前金區,Y,商業區,14.2,Y,17.4,0
前鎮區,Y,住宅區,2.2,Y,24.9,185
三民區,Y,住宅區,23.2,Y,13.1,0
苓雅區,Y,住宅區,1,Y,25,0
小港區,Y,商業區,2.8,Y,13,0
三民區,Y,住宅區,23.1,Y,12,0
鼓山區,Y,住宅區,2.2,Y,29.9,210
前金區,Y,商業區,2.3,Y,27.5,0
前鎮區,Y,住宅區,2.2,Y,25,208
苓雅區,N,住宅區,22.6,Y,19.7,0
鼓山區,Y,住宅區,4.2,Y,21.8,0
鼓山區,Y,住宅區,5.5,Y,22.4,0
鳳山區,Y,住宅區,0,Y,17.2,150
新興區,Y,商業區,23.7,Y,16.8,0
前鎮區,Y,商業區,13.4,N,18.6,0
楠梓區,N,住宅區,13,Y,13.6,0
鼓山區,Y,住宅區,10.6,Y,21.2,0
橋頭區,Y,住宅區,26.1,Y,10.8,0
左營區,Y,商業區,24.3,N,13.8,0
仁武區,Y,住宅區,0.8,Y,17.3,95
苓雅區,Y,住宅區,9.3,Y,16.9,0
前鎮區,Y,商業區,0.3,Y,28.7,170
新興區,Y,商業區,23.7,Y,16.8,0
楠梓區,Y,住宅區,3.8,Y,15,0
三民區,Y,住宅區,2.8,Y,23.6,0
鳳山區,Y,商業區,0,Y,16.7,124
新興區,Y,商業區,23.7,Y,16.8,0
左營區,Y,住宅區,4,Y,22.5,0
新興區,Y,商業區,1.1,Y,28.6,0
鼓山區,Y,商業區,3.8,Y,65.3,260
三民區,Y,住宅區,5,Y,19.3,0
小港區,Y,商業區,4.7,Y,13.9,0
鼓山區,Y,商業區,13.8,Y,19.1,0
鼓山區,Y,住宅區,0.6,Y,26.1,188
前鎮區,Y,商業區,23.7,Y,18.2,0
前鎮區,Y,住宅區,27.5,Y,12.4,0
三民區,Y,商業區,24.7,Y,9.6,0
鼓山區,Y,住宅區,7.1,Y,20.9,0
左營區,Y,住宅區,20.9,Y,15.6,0
鳳山區,Y,商業區,6.2,Y,17.1,0
前鎮區,Y,住宅區,1.4,Y,17.1,0
左營區,Y,住宅區,0.8,Y,26.2,0
苓雅區,Y,商業區,1.7,Y,24.6,0
前鎮區,Y,其他,20.8,Y,13.5,0
左營區,Y,住宅區,0.3,Y,19.4,0
左營區,Y,住宅區,3.8,Y,16.3,0
楠梓區,N,商業區,6.3,Y,17.1,0
楠梓區,Y,商業區,17.3,Y,14.5,0
左營區,Y,住宅區,19.8,N,20.6,0
左營區,Y,商業區,8.2,Y,24.8,0
鳳山區,Y,住宅區,0,Y,18,0
鼓山區,Y,商業區,13,Y,24.9,0
左營區,N,住宅區,22.3,Y,18.2,0
左營區,Y,住宅區,25,Y,16,0
楠梓區,Y,住宅區,7.9,Y,15.4,0
前鎮區,Y,住宅區,2.2,Y,21.7,185
三民區,Y,住宅區,5.3,Y,17.9,0
鳳山區,Y,住宅區,7.3,Y,17.4,0
仁武區,Y,商業區,1.8,Y,19.1,0
三民區,Y,商業區,25.3,Y,12.1,0
鼓山區,Y,住宅區,0.7,Y,31.7,320
小港區,Y,商業區,0.8,Y,13.5,0
左營區,Y,商業區,22.1,Y,14.8,0
楠梓區,Y,住宅區,23.6,Y,8.7,0
鳳山區,Y,住宅區,0,Y,17.2,145
鹽埕區,Y,商業區,1.4,Y,19.2,0
前鎮區,Y,住宅區,14.3,Y,18.1,0
鼓山區,Y,住宅區,5.3,Y,21.3,0
鳳山區,Y,住宅區,0,Y,18.7,145
鳳山區,Y,住宅區,0,Y,17.4,150
橋頭區,Y,商業區,0.7,Y,13.9,0
鹽埕區,Y,商業區,1.4,Y,19.5,0
三民區,Y,商業區,23.7,Y,13.7,0
三民區,Y,住宅區,3.2,Y,24.3,0
鳳山區,Y,住宅區,0,Y,18.6,145
鳳山區,Y,住宅區,23.8,Y,11.8,0
三民區,Y,商業區,23.7,Y,13.2,0
大寮區,Y,住宅區,24.5,Y,9.7,0
苓雅區,N,商業區,22.3,Y,17.4,0
鹽埕區,Y,商業區,1.4,Y,20.9,0
楠梓區,Y,住宅區,22.8,Y,10.3,0
三民區,N,住宅區,4,N,22.8,0
前鎮區,Y,住宅區,3,Y,19.5,0
左營區,Y,商業區,13.3,Y,18.6,0
鳳山區,Y,商業區,0,Y,15,0
苓雅區,Y,商業區,1.7,Y,26.2,0
岡山區,Y,住宅區,25.7,Y,12.2,0
三民區,Y,商業區,26.7,Y,12.7,0
橋頭區,Y,住宅區,0.4,Y,17.9,0
前鎮區,N,商業區,11.9,Y,16.7,0
三民區,Y,住宅區,13.7,Y,15.9,0
鳳山區,Y,住宅區,24.9,Y,13.4,0
楠梓區,Y,住宅區,3.8,Y,17.6,0
前鎮區,Y,商業區,1.9,Y,37.5,0
三民區,Y,住宅區,24.3,Y,9.6,0
鳳山區,Y,商業區,0,Y,15.2,124
橋頭區,Y,住宅區,0.4,Y,16.6,0
左營區,Y,住宅區,3.6,Y,20.5,300
左營區,Y,住宅區,33.8,Y,10,0
橋頭區,Y,住宅區,0.4,Y,17.6,0
鼓山區,Y,商業區,12.7,Y,23.5,0
鳳山區,Y,住宅區,0,Y,17.7,150
鼓山區,Y,其他,24.6,Y,13.2,0
三民區,Y,商業區,3.2,Y,22.8,0
楠梓區,Y,住宅區,10.9,Y,13.5,0
鼓山區,Y,住宅區,0.6,Y,25.8,386
鼓山區,Y,商業區,5.2,Y,27.2,0
左營區,N,住宅區,33.8,Y,9.7,0
鳳山區,N,住宅區,2.4,Y,24,165
楠梓區,Y,商業區,1.3,Y,14.7,0
大寮區,Y,住宅區,24.9,Y,8,0
鳳山區,Y,商業區,0,Y,14.2,0
三民區,N,商業區,0.8,Y,22.5,0
左營區,Y,商業區,18.8,Y,19.3,0
鳳山區,Y,住宅區,3.8,Y,17.4,0
楠梓區,Y,住宅區,22.8,Y,8.8,0
鼓山區,Y,商業區,30.5,Y,16.7,0
楠梓區,Y,商業區,1.3,Y,17.4,0
三民區,Y,住宅區,5,Y,19,0
鳳山區,Y,住宅區,0,Y,17.4,150
鳳山區,Y,商業區,19.8,Y,13.3,0
鳳山區,Y,住宅區,0,Y,17.5,145
左營區,N,住宅區,19.6,Y,11.6,0
鳳山區,Y,住宅區,0,Y,18.8,0
鳳山區,Y,住宅區,0,Y,17.3,145
苓雅區,Y,商業區,0.5,Y,21,175
鳳山區,Y,住宅區,0,Y,17.2,150
三民區,N,商業區,5,Y,19.4,0
新興區,Y,商業區,3.8,Y,26.8,0
三民區,Y,住宅區,20.8,Y,12.9,0
鳳山區,Y,住宅區,0,Y,19.9,150
楠梓區,Y,商業區,25.8,Y,11.9,0
大社區,N,住宅區,25.6,Y,9.2,0
鳳山區,Y,住宅區,0,Y,20,150
鳳山區,Y,商業區,0,Y,13.8,130
橋頭區,N,住宅區,24.8,Y,6.8,0
鳳山區,Y,住宅區,0,Y,17.5,145
橋頭區,Y,商業區,0.7,Y,14.2,87
左營區,Y,住宅區,23.8,Y,14.3,0
鳳山區,Y,住宅區,0,Y,17.8,0
苓雅區,N,住宅區,0.5,Y,26.8,0
左營區,Y,商業區,4.8,Y,25.2,0
苓雅區,Y,商業區,4.9,Y,24.9,0
前鎮區,Y,商業區,0.3,Y,25.5,310
前金區,Y,商業區,9.2,Y,27.4,230
三民區,Y,住宅區,20.5,Y,13.9,0
楠梓區,Y,住宅區,4,Y,18,130
左營區,Y,住宅區,19.8,Y,21.9,0
左營區,Y,住宅區,23.5,N,17.8,0
左營區,Y,住宅區,23.8,Y,12.2,0
左營區,Y,住宅區,14.6,Y,20.6,0
三民區,Y,住宅區,13.4,Y,15.2,0
鳳山區,Y,住宅區,6.2,Y,14.2,0
前鎮區,Y,商業區,0.3,Y,25.9,150
苓雅區,Y,住宅區,1,Y,27.5,0
鼓山區,Y,住宅區,12.4,Y,22.4,0
楠梓區,Y,商業區,1.3,Y,17,0
楠梓區,Y,住宅區,5.2,Y,15.2,0
楠梓區,N,住宅區,26.3,Y,9.5,0
楠梓區,Y,商業區,3.5,Y,18.3,0
前鎮區,Y,住宅區,11.3,Y,17.5,0
鼓山區,Y,住宅區,3.5,Y,23.1,0
三民區,Y,商業區,5.8,Y,22.6,0
三民區,Y,住宅區,26.7,Y,13.5,0
三民區,N,住宅區,13.9,Y,11.6,0
左營區,Y,商業區,2.8,Y,22.1,0
前金區,Y,商業區,2.3,Y,60.6,0
鳳山區,Y,住宅區,4.3,Y,16.8,0
楠梓區,Y,商業區,4.4,Y,24.3,0
楠梓區,Y,商業區,24.8,Y,8.6,0
鼓山區,Y,商業區,12.8,Y,17.5,0
左營區,N,住宅區,13.4,Y,22,0
岡山區,Y,住宅區,13.3,Y,10.7,0
三民區,Y,住宅區,24.8,Y,13.7,0
左營區,Y,住宅區,0.8,Y,24.3,0
前鎮區,Y,住宅區,4.1,Y,18.8,0
左營區,Y,住宅區,20.8,Y,15.3,0
三民區,Y,商業區,18.7,Y,15.3,0
左營區,Y,住宅區,0.8,Y,27.9,0
苓雅區,N,商業區,22.3,Y,15.1,0
三民區,Y,住宅區,21,Y,14.5,0
鳳山區,N,住宅區,30.1,Y,10,0
楠梓區,N,住宅區,13,Y,14.4,0
左營區,Y,商業區,1.4,Y,23.7,0
鼓山區,Y,商業區,14,Y,22.2,0
三民區,N,商業區,0.8,Y,25.4,0
苓雅區,Y,商業區,0.5,Y,19.6,200
三民區,N,商業區,5,Y,21,0
前鎮區,Y,商業區,9.7,Y,25.5,0
楠梓區,Y,商業區,3.4,Y,15.7,0
前鎮區,Y,住宅區,2.8,Y,30.3,0
前金區,Y,商業區,9.2,Y,25.1,250
鳳山區,Y,住宅區,24.4,Y,13.2,0
前金區,Y,商業區,0.1,Y,30.2,0
鼓山區,Y,商業區,13.5,Y,16.8,0
大寮區,Y,住宅區,28.3,Y,9.8,0
苓雅區,Y,商業區,4.8,Y,28.8,0
苓雅區,Y,商業區,20.3,Y,15.4,0
鳳山區,Y,住宅區,24.8,Y,14.8,0
鳳山區,Y,住宅區,7.3,Y,12.1,0
左營區,Y,商業區,1.4,Y,23.6,0
前金區,Y,商業區,0.1,Y,28.9,0
前金區,Y,商業區,0.1,Y,32.6,0
仁武區,Y,住宅區,4,Y,15.4,0
前金區,Y,商業區,0.1,Y,31.9,0
鳳山區,Y,住宅區,3,Y,18.8,0
楠梓區,Y,商業區,1.3,Y,15.5,0
鼓山區,N,住宅區,8.6,Y,18.2,0
新興區,Y,商業區,2.3,Y,19.4,0
前金區,Y,商業區,0.1,Y,26.7,0
鼓山區,N,住宅區,28.8,Y,13.2,0
三民區,Y,住宅區,0.7,Y,32.6,220
鼓山區,Y,住宅區,13.9,Y,19.9,0
左營區,Y,商業區,1.4,Y,22.7,0
鼓山區,Y,商業區,5.2,Y,27.2,0
鳳山區,Y,商業區,3.6,Y,16.5,0
仁武區,Y,商業區,1.1,Y,15,135
茄萣區,Y,住宅區,23.7,Y,6.6,0
左營區,Y,住宅區,5.1,Y,28,440
鼓山區,Y,住宅區,13.4,N,22.1,0
鳳山區,Y,住宅區,24.8,Y,14.3,0
左營區,Y,住宅區,26.7,Y,18.9,0
楠梓區,Y,住宅區,0.3,Y,19,0
左營區,Y,商業區,1.4,Y,23.8,0
左營區,Y,住宅區,0.8,Y,30.3,200
鳳山區,Y,商業區,0,Y,14.8,136
前鎮區,N,住宅區,17.2,Y,16,0
前鎮區,Y,商業區,25.7,Y,12.4,0
橋頭區,Y,商業區,0.7,Y,16.8,82
左營區,Y,商業區,8.7,Y,20.9,0
左營區,Y,住宅區,0.8,Y,33,390
左營區,Y,住宅區,5.1,Y,23.7,390
鳳山區,Y,住宅區,1.3,Y,19,0
左營區,Y,住宅區,20.3,N,19.4,0
左營區,Y,住宅區,5.1,Y,29.5,0
苓雅區,Y,商業區,1.7,Y,27.1,0
前鎮區,Y,商業區,0.3,Y,28.5,170
鼓山區,Y,商業區,13.2,Y,19.9,0
楠梓區,Y,商業區,4.4,Y,19.8,0
左營區,Y,商業區,19.3,Y,18.3,0
仁武區,Y,住宅區,0.8,Y,18.2,0
前鎮區,Y,商業區,0.3,Y,25,150
苓雅區,Y,商業區,15.8,Y,23.8,0
鼓山區,Y,商業區,10.8,Y,30.1,0
左營區,Y,住宅區,0.9,Y,22.9,0
鼓山區,Y,住宅區,0.7,Y,31.4,320
左營區,Y,住宅區,0.8,Y,34.4,200
岡山區,Y,住宅區,23.8,N,13.2,0
左營區,Y,住宅區,24,N,14.5,0
左營區,Y,商業區,4.8,Y,25.8,0
左營區,Y,住宅區,23.8,Y,11.5,0
岡山區,Y,住宅區,25.3,N,12,0
三民區,Y,商業區,19.3,N,14.3,0
前鎮區,Y,住宅區,11.4,Y,22.1,0
鼓山區,Y,商業區,13.3,Y,21,0
鳳山區,Y,住宅區,3.1,Y,16.6,70
楠梓區,Y,住宅區,0.3,Y,16.8,0
前鎮區,Y,住宅區,2.3,Y,24.8,195
楠梓區,Y,住宅區,2.4,Y,18.1,130
鼓山區,Y,商業區,13.1,Y,21.8,0
前金區,Y,商業區,1,Y,22,0
左營區,Y,住宅區,1.9,Y,20.1,0
鼓山區,Y,商業區,5.3,Y,26.9,0
岡山區,N,住宅區,26.1,Y,10.6,0
前鎮區,Y,住宅區,2.3,Y,26.1,120
左營區,Y,商業區,18.4,Y,18,0
左營區,Y,住宅區,19.9,Y,14.9,0
鼓山區,Y,住宅區,5.6,Y,20,140
大寮區,Y,住宅區,25.6,Y,7.3,0
鼓山區,Y,住宅區,5.3,Y,26.1,0
岡山區,N,住宅區,23.3,Y,11.2,0
鳳山區,Y,住宅區,1.4,Y,18.7,0
楠梓區,N,商業區,12.3,Y,13.3,0
仁武區,N,住宅區,26.8,Y,12.1,0
楠梓區,Y,商業區,1.3,Y,15,0
左營區,Y,住宅區,33.8,Y,9.3,0
鼓山區,Y,住宅區,13.8,Y,19.9,0
左營區,Y,住宅區,0.4,Y,20,0
鼓山區,Y,住宅區,7.4,Y,26.6,0
前鎮區,Y,商業區,20.6,Y,19.1,0
左營區,Y,住宅區,0.4,Y,18.3,0
苓雅區,N,商業區,22.4,Y,12.3,0
楠梓區,Y,商業區,3.7,Y,16.3,0
三民區,N,商業區,0.9,Y,20.3,0
鳳山區,Y,住宅區,0.1,Y,17.7,150
前鎮區,N,住宅區,19.3,Y,15.6,0
前鎮區,Y,住宅區,1.5,Y,18.2,0
鳳山區,Y,商業區,0.1,Y,14.3,130
三民區,N,商業區,0.9,Y,20,0
前金區,Y,商業區,1.5,Y,27.5,0
前鎮區,Y,商業區,0.6,Y,17.8,0
鼓山區,Y,住宅區,15.8,Y,16.1,0
楠梓區,Y,住宅區,1.3,Y,17.2,0
橋頭區,Y,住宅區,0.5,Y,18.4,0
鳳山區,Y,住宅區,1.4,Y,20,0
楠梓區,Y,商業區,3.5,Y,13.9,0
左營區,N,住宅區,21.8,Y,15.4,0
橋頭區,Y,住宅區,0.5,Y,18.1,0
苓雅區,Y,商業區,25,Y,17.3,0
前金區,Y,商業區,9.3,Y,36.9,300
鼓山區,Y,住宅區,3.2,Y,33.8,0
前鎮區,N,住宅區,25.1,Y,15.3,0
鳳山區,N,住宅區,25,N,7.3,0
新興區,Y,商業區,23.3,Y,14.8,0
三民區,N,住宅區,13.4,N,18,0
楠梓區,Y,商業區,1.3,Y,17.2,0
左營區,Y,住宅區,25.2,Y,16.1,0
鳳山區,Y,商業區,0.1,Y,14.8,130
鼓山區,Y,商業區,6.8,Y,23.5,0
左營區,Y,住宅區,8.3,Y,18,0
仁武區,N,住宅區,21.8,N,9.5,0
前金區,Y,商業區,10.6,Y,20.7,0
三民區,Y,住宅區,5.1,Y,19.1,0
三民區,Y,住宅區,5.1,Y,21.6,0
左營區,Y,住宅區,4.8,Y,23.5,0
鼓山區,N,住宅區,29.1,Y,11.4,0
楠梓區,Y,住宅區,11,Y,16.3,0
楠梓區,N,住宅區,21.2,Y,11.3,37
鹽埕區,Y,商業區,20.9,Y,14,0
左營區,Y,商業區,4.8,Y,16.7,0
前金區,Y,商業區,3.8,Y,28.8,0
鼓山區,Y,住宅區,14.3,Y,20.8,0
三民區,Y,商業區,26.3,Y,17.1,0
楠梓區,Y,住宅區,7.2,Y,13.9,0
鳳山區,Y,商業區,0.1,Y,15.6,130
鳳山區,N,商業區,2.2,Y,22.8,0
小港區,Y,住宅區,28.8,Y,10.4,0
楠梓區,N,住宅區,25.7,Y,11,0
鼓山區,Y,住宅區,22.8,Y,16.4,0
鼓山區,Y,商業區,4,Y,25.5,0
左營區,Y,商業區,18.8,Y,17.4,0
鼓山區,Y,商業區,5.3,Y,24.9,0
前鎮區,Y,商業區,12.7,Y,17.5,150
左營區,Y,住宅區,20.3,Y,18,0
苓雅區,Y,商業區,0.6,Y,20,195
苓雅區,Y,商業區,0.6,Y,20.3,180
鳳山區,Y,住宅區,3.3,N,18.6,0
鼓山區,Y,商業區,14,Y,24.9,0
前金區,Y,商業區,1,Y,24.7,0
左營區,Y,商業區,13.4,Y,17.2,0
新興區,Y,商業區,25.5,Y,17,0
楠梓區,Y,商業區,1.7,Y,15.5,0
前鎮區,Y,商業區,10.9,Y,20.8,0
苓雅區,N,住宅區,24.3,Y,22.6,0
左營區,Y,住宅區,19.2,Y,17,0
仁武區,N,住宅區,21.8,Y,9.5,0
林園區,N,住宅區,24.7,Y,7.6,0
鼓山區,Y,住宅區,2.3,Y,26.3,0
苓雅區,Y,商業區,0.2,Y,33.6,135
左營區,Y,商業區,0.8,Y,33.5,150
左營區,Y,住宅區,1.9,Y,20.1,0
三民區,Y,商業區,23,Y,14.6,0
鳳山區,Y,住宅區,16.2,Y,18.3,0
苓雅區,Y,商業區,0.6,Y,24.6,0
前鎮區,Y,商業區,0.3,Y,24.7,0
鼓山區,Y,商業區,23.5,Y,13.8,0
左營區,Y,住宅區,0.2,Y,22.4,188
左營區,Y,住宅區,0.2,Y,27,188
左營區,Y,住宅區,28.2,N,14.6,0
苓雅區,Y,商業區,25.7,Y,13.8,0
左營區,Y,住宅區,0.2,Y,22.6,178
新興區,Y,商業區,19.5,Y,19.7,0
苓雅區,Y,住宅區,13.8,Y,22.5,0
楠梓區,N,住宅區,5.3,Y,17.2,0
左營區,Y,住宅區,0.2,Y,22.9,188
岡山區,N,住宅區,13.3,N,12.1,0
鼓山區,Y,商業區,7.9,Y,22.3,0
鳳山區,Y,商業區,0.1,Y,16.3,133
鼓山區,Y,住宅區,3.6,Y,28.2,0
苓雅區,Y,商業區,6,Y,35.2,0
左營區,Y,住宅區,0.2,Y,26.4,178
橋頭區,Y,住宅區,0.5,Y,18.6,0
橋頭區,Y,住宅區,0.5,Y,18,0
左營區,Y,住宅區,0.2,Y,23.1,188
鳥松區,Y,住宅區,2.8,N,13.9,0
鼓山區,Y,商業區,14,Y,21.4,0
左營區,Y,住宅區,20.2,Y,15.8,120
鳳山區,Y,住宅區,22.7,Y,12.6,0
左營區,Y,商業區,1.5,Y,22,0
左營區,Y,住宅區,0.2,Y,22.9,188
大寮區,Y,住宅區,25.6,Y,7.1,0
鼓山區,Y,商業區,24.5,Y,14.7,0
苓雅區,N,商業區,22.4,Y,12,0
左營區,Y,住宅區,0.2,Y,23.6,198
楠梓區,Y,住宅區,11,Y,14.8,0
左營區,Y,住宅區,0.2,Y,24.1,198
鼓山區,Y,商業區,20,N,20.6,0
左營區,Y,住宅區,0.2,Y,24,188
小港區,Y,住宅區,14.8,Y,13.3,0
左營區,Y,住宅區,17.5,Y,19,0
前鎮區,Y,住宅區,2.3,Y,22.7,185
楠梓區,Y,商業區,3.5,Y,18.2,0
苓雅區,Y,住宅區,1.1,Y,28.1,0
鼓山區,Y,住宅區,0.7,Y,26.4,406
前金區,Y,商業區,0.2,Y,27.3,0
小港區,Y,商業區,21.2,Y,12.9,0
鼓山區,Y,住宅區,5.6,Y,23.8,270
前鎮區,Y,住宅區,2.3,Y,24.3,185
前金區,Y,商業區,0.2,Y,26.4,0
三民區,Y,住宅區,12.3,Y,24.3,0
三民區,Y,住宅區,25.8,Y,16.8,0
前金區,Y,商業區,0.2,Y,24.8,0
前金區,Y,商業區,2.3,Y,28.3,0
前金區,Y,商業區,0.2,Y,36.9,0
鳳山區,N,住宅區,22.8,Y,14.2,0
左營區,Y,住宅區,1.6,Y,23.8,0
三民區,N,住宅區,20.8,N,13.8,0
左營區,Y,住宅區,11.4,Y,16.2,0
楠梓區,Y,住宅區,0.3,Y,17.8,0
前金區,Y,商業區,0.2,Y,44.8,0
大寮區,Y,住宅區,24.6,Y,9.4,0
左營區,Y,住宅區,1,Y,22,0
大樹區,Y,住宅區,22.3,Y,7.9,0
三民區,Y,住宅區,13,Y,13.3,0
前鎮區,Y,商業區,29.2,Y,4.7,0
苓雅區,Y,商業區,25,Y,14,0
鳳山區,Y,住宅區,20.6,N,17.9,0
鳳山區,N,住宅區,26.3,Y,7.1,0
楠梓區,Y,住宅區,0.3,Y,18.2,0
鳳山區,Y,住宅區,4.4,Y,14.5,0
林園區,Y,住宅區,24.8,Y,7.8,0
左營區,Y,住宅區,19.2,Y,17.3,0
苓雅區,Y,商業區,7.5,Y,20.7,0
橋頭區,Y,住宅區,0.5,Y,17.9,0
前鎮區,Y,其他,29.5,N,13.8,0
左營區,Y,商業區,4.8,Y,22,0
鳳山區,Y,住宅區,14.9,N,19.1,0
左營區,Y,住宅區,21.1,Y,14.1,0
小港區,Y,住宅區,3.8,N,14.9,0
鳳山區,Y,住宅區,1.3,Y,29.1,0
三民區,Y,住宅區,20.9,Y,21.8,0
左營區,Y,住宅區,8.3,Y,17.7,0
大寮區,N,住宅區,26.8,Y,9.8,0
苓雅區,Y,商業區,0.6,Y,20.5,200
鼓山區,Y,商業區,14.3,Y,25.5,0
左營區,Y,住宅區,5.2,Y,33.3,440
鼓山區,Y,住宅區,0.8,Y,27.7,160
苓雅區,Y,商業區,5,Y,23.2,0
楠梓區,N,住宅區,24.6,Y,12.9,0
苓雅區,Y,商業區,5,Y,23.2,0
鼓山區,Y,商業區,3.9,Y,35,0
楠梓區,Y,住宅區,25.1,Y,12.3,0
苓雅區,Y,商業區,15.8,Y,24.4,0
前鎮區,Y,商業區,5.2,Y,26.7,0
前鎮區,Y,商業區,12.3,Y,22.2,0
鳳山區,Y,住宅區,7.1,Y,15,0
鳳山區,Y,商業區,23.7,Y,11.9,0
橋頭區,Y,住宅區,0.5,Y,18.5,0
左營區,Y,住宅區,12.7,Y,16.5,0
苓雅區,Y,住宅區,1.1,Y,23.6,0
前金區,Y,商業區,23,Y,15.3,0
橋頭區,Y,商業區,0.8,Y,16.2,82
橋頭區,Y,住宅區,0.5,Y,18,0
林園區,N,住宅區,24.8,N,6.3,0
楠梓區,Y,住宅區,5.9,N,14.9,0
橋頭區,Y,商業區,0.8,Y,15.4,82
仁武區,Y,商業區,1.2,Y,14.6,135
苓雅區,Y,商業區,0.2,Y,35.1,150
前金區,Y,商業區,26.4,Y,13.3,0
左營區,Y,住宅區,21.9,Y,14.5,0
三民區,Y,商業區,27.1,Y,10.5,0
仁武區,Y,住宅區,4.1,N,19.6,0
鳳山區,Y,商業區,0.1,Y,15.3,136
仁武區,Y,商業區,1.2,Y,14.7,135
鼓山區,Y,住宅區,0.8,Y,33.5,380
鳳山區,Y,住宅區,4.7,Y,17.6,0
鼓山區,Y,住宅區,0.8,Y,32.2,320
楠梓區,N,商業區,6.3,Y,15.8,0
苓雅區,Y,商業區,1.5,Y,22.8,0
三民區,N,住宅區,13.3,Y,22.2,0
左營區,Y,住宅區,14.3,Y,19,0
前鎮區,Y,商業區,0.3,Y,27.8,175
鳥松區,Y,住宅區,2.8,Y,17,0
三民區,Y,住宅區,10.4,Y,20.3,0
左營區,Y,商業區,1.5,Y,22.8,0
楠梓區,Y,住宅區,0.3,Y,17.6,0
三民區,N,商業區,0.9,Y,23.2,0
鼓山區,Y,住宅區,2.3,Y,32,380
左營區,Y,住宅區,18.4,Y,14.4,0
楠梓區,N,住宅區,12.3,Y,13.5,0
前金區,Y,商業區,13.5,Y,20.6,0
左營區,Y,住宅區,20.8,Y,18,0
左營區,Y,住宅區,4.1,Y,30.8,250
左營區,Y,住宅區,23.4,Y,18.8,0
鼓山區,Y,住宅區,4.3,Y,18.1,0
前鎮區,Y,住宅區,30.8,Y,8.4,0
鼓山區,Y,商業區,13.4,Y,17.9,0
前金區,Y,商業區,9.3,Y,25.7,250
前鎮區,Y,商業區,20.8,Y,18.1,0
楠梓區,Y,住宅區,1.9,Y,16.6,135
三民區,Y,商業區,24.8,N,13.8,0
苓雅區,Y,商業區,0.6,Y,21.9,0
前金區,Y,商業區,0.2,Y,27.3,0
橋頭區,Y,住宅區,3.7,Y,16.8,0
鼓山區,Y,商業區,22.9,Y,14.9,0
鼓山區,Y,商業區,0.9,Y,29.7,0
左營區,N,住宅區,24.7,Y,13.8,0
鳳山區,N,住宅區,30.1,Y,10.8,0
鼓山區,Y,住宅區,0.8,Y,31.2,320
前鎮區,Y,住宅區,30.3,Y,16,0
鳳山區,Y,住宅區,6.8,Y,21.4,120
岡山區,Y,住宅區,26.2,Y,10.9,0
小港區,Y,住宅區,3.3,Y,17.5,0
苓雅區,Y,住宅區,19.8,N,18.5,0
鳳山區,Y,住宅區,1.3,Y,17.1,0
左營區,Y,住宅區,13.8,Y,20.1,0
楠梓區,N,商業區,13.3,Y,15.9,0
仁武區,Y,商業區,1.2,Y,15,135
三民區,Y,商業區,8.5,Y,19.9,0
楠梓區,Y,住宅區,0.3,Y,18,0
左營區,Y,住宅區,5.2,Y,28.2,735
苓雅區,Y,商業區,25,Y,16.1,0
鼓山區,Y,住宅區,5.7,Y,33.1,440
新興區,Y,商業區,2.4,Y,22.7,0
前金區,Y,商業區,9.3,Y,25.6,580
楠梓區,Y,住宅區,4.8,N,15,0
小港區,N,住宅區,19.4,N,11.2,0
鼓山區,Y,住宅區,2.3,Y,36.8,230
三民區,Y,商業區,24.3,Y,12.3,0
左營區,Y,住宅區,1,Y,21.9,0
楠梓區,Y,住宅區,19.1,Y,12.1,0
三民區,Y,住宅區,10.1,Y,19.1,0
